FCSFileNames,Sample,Experiment,Tissue,Mouse Number,For_Vlookup,UniqueMouseID,Treatment,Timepoint,Sex,Hh Dose,NTHi Dose,NTHi MET CFUml,Log10(CFUml),Developed OM
EXP32_Spleen_Mouse 5.fcs,CD45_EXP32_Spleen_Mouse 5.fcs,32,Spleen,5,32_5,187,Pam1ug+IAV+NTHi,144,M,NA,1.25E+06,4.25E+04,4.63E+00,OM
EXP32_Spleen_Mouse 6.fcs,CD45_EXP32_Spleen_Mouse 6.fcs,32,Spleen,6,32_6,188,Pam1ug+IAV+NTHi,144,F,NA,1.25E+06,4.83E+06,6.68E+00,OM
EXP33_Lung_Mouse 1.fcs,CD45_EXP33_Lung_Mouse 1.fcs,33,Lung,1,33_1,189,Saline,144,M,NA,NA,NA,NA,NA
EXP33_Lung_Mouse 2.fcs,CD45_EXP33_Lung_Mouse 2.fcs,33,Lung,2,33_2,190,Saline,144,F,NA,NA,NA,NA,NA
EXP33_Lung_Mouse 3.fcs,CD45_EXP33_Lung_Mouse 3.fcs,33,Lung,3,33_3,191,Hh,144,M,2.33E+07,NA,NA,NA,NA
EXP33_Lung_Mouse 4.fcs,CD45_EXP33_Lung_Mouse 4.fcs,33,Lung,4,33_4,192,Hh,144,F,2.33E+07,NA,NA,NA,NA
EXP33_Lung_Mouse 5.fcs,CD45_EXP33_Lung_Mouse 5.fcs,33,Lung,5,33_5,193,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP33_Lung_Mouse 6.fcs,CD45_EXP33_Lung_Mouse 6.fcs,33,Lung,6,33_6,194,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 1.fcs,CD45_EXP33_Nasal Tissue_Mouse 1.fcs,33,Nasal Tissue,1,33_1,189,Saline,144,M,NA,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 2.fcs,CD45_EXP33_Nasal Tissue_Mouse 2.fcs,33,Nasal Tissue,2,33_2,190,Saline,144,F,NA,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 3.fcs,CD45_EXP33_Nasal Tissue_Mouse 3.fcs,33,Nasal Tissue,3,33_3,191,Hh,144,M,2.33E+07,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 4.fcs,CD45_EXP33_Nasal Tissue_Mouse 4.fcs,33,Nasal Tissue,4,33_4,192,Hh,144,F,2.33E+07,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 5.fcs,CD45_EXP33_Nasal Tissue_Mouse 5.fcs,33,Nasal Tissue,5,33_5,193,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP33_Nasal Tissue_Mouse 6.fcs,CD45_EXP33_Nasal Tissue_Mouse 6.fcs,33,Nasal Tissue,6,33_6,194,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP33_Spleen_Mouse 1.fcs,CD45_EXP33_Spleen_Mouse 1.fcs,33,Spleen,1,33_1,189,Saline,144,M,NA,NA,NA,NA,NA
EXP33_Spleen_Mouse 2.fcs,CD45_EXP33_Spleen_Mouse 2.fcs,33,Spleen,2,33_2,190,Saline,144,F,NA,NA,NA,NA,NA
EXP33_Spleen_Mouse 3.fcs,CD45_EXP33_Spleen_Mouse 3.fcs,33,Spleen,3,33_3,191,Hh,144,M,2.33E+07,NA,NA,NA,NA
EXP33_Spleen_Mouse 4.fcs,CD45_EXP33_Spleen_Mouse 4.fcs,33,Spleen,4,33_4,192,Hh,144,F,2.33E+07,NA,NA,NA,NA
EXP33_Spleen_Mouse 5.fcs,CD45_EXP33_Spleen_Mouse 5.fcs,33,Spleen,5,33_5,193,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP33_Spleen_Mouse 6.fcs,CD45_EXP33_Spleen_Mouse 6.fcs,33,Spleen,6,33_6,194,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP34_Lung_Mouse 1.fcs,CD45_EXP34_Lung_Mouse 1.fcs,34,Lung,1,34_1,195,Saline+NTHi,144,M,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Lung_Mouse 2.fcs,CD45_EXP34_Lung_Mouse 2.fcs,34,Lung,2,34_2,196,Saline+NTHi,144,F,NA,2.13E+06,7.08E+05,5.85E+00,OM
EXP34_Lung_Mouse 3.fcs,CD45_EXP34_Lung_Mouse 3.fcs,34,Lung,3,34_3,197,Hh+NTHi,144,M,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Lung_Mouse 4.fcs,CD45_EXP34_Lung_Mouse 4.fcs,34,Lung,4,34_4,198,Hh+NTHi,144,F,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Lung_Mouse 5.fcs,CD45_EXP34_Lung_Mouse 5.fcs,34,Lung,5,34_5,199,Pam1ug+NTHi,144,M,NA,2.13E+06,1.18E+05,5.07E+00,OM
EXP34_Lung_Mouse 6.fcs,CD45_EXP34_Lung_Mouse 6.fcs,34,Lung,6,34_6,200,Pam1ug+NTHi,144,F,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Nasal Tissue_Mouse 1.fcs,CD45_EXP34_Nasal Tissue_Mouse 1.fcs,34,Nasal Tissue,1,34_1,195,Saline+NTHi,144,M,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Nasal Tissue_Mouse 2.fcs,CD45_EXP34_Nasal Tissue_Mouse 2.fcs,34,Nasal Tissue,2,34_2,196,Saline+NTHi,144,F,NA,2.13E+06,7.08E+05,5.85E+00,OM
EXP34_Nasal Tissue_Mouse 3.fcs,CD45_EXP34_Nasal Tissue_Mouse 3.fcs,34,Nasal Tissue,3,34_3,197,Hh+NTHi,144,M,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Nasal Tissue_Mouse 4.fcs,CD45_EXP34_Nasal Tissue_Mouse 4.fcs,34,Nasal Tissue,4,34_4,198,Hh+NTHi,144,F,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Nasal Tissue_Mouse 5.fcs,CD45_EXP34_Nasal Tissue_Mouse 5.fcs,34,Nasal Tissue,5,34_5,199,Pam1ug+NTHi,144,M,NA,2.13E+06,1.18E+05,5.07E+00,OM
EXP34_Nasal Tissue_Mouse 6.fcs,CD45_EXP34_Nasal Tissue_Mouse 6.fcs,34,Nasal Tissue,6,34_6,200,Pam1ug+NTHi,144,F,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Spleen_Mouse 1.fcs,CD45_EXP34_Spleen_Mouse 1.fcs,34,Spleen,1,34_1,195,Saline+NTHi,144,M,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Spleen_Mouse 2.fcs,CD45_EXP34_Spleen_Mouse 2.fcs,34,Spleen,2,34_2,196,Saline+NTHi,144,F,NA,2.13E+06,7.08E+05,5.85E+00,OM
EXP34_Spleen_Mouse 3.fcs,CD45_EXP34_Spleen_Mouse 3.fcs,34,Spleen,3,34_3,197,Hh+NTHi,144,M,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Spleen_Mouse 4.fcs,CD45_EXP34_Spleen_Mouse 4.fcs,34,Spleen,4,34_4,198,Hh+NTHi,144,F,1.67E+07,2.13E+06,0.00E+00,9.60E-01,nOM
EXP34_Spleen_Mouse 5.fcs,CD45_EXP34_Spleen_Mouse 5.fcs,34,Spleen,5,34_5,199,Pam1ug+NTHi,144,M,NA,2.13E+06,1.18E+05,5.07E+00,OM
EXP34_Spleen_Mouse 6.fcs,CD45_EXP34_Spleen_Mouse 6.fcs,34,Spleen,6,34_6,200,Pam1ug+NTHi,144,F,NA,2.13E+06,0.00E+00,9.60E-01,nOM
EXP35_Lung_Mouse 1.fcs,CD45_EXP35_Lung_Mouse 1.fcs,35,Lung,1,35_1,201,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Lung_Mouse 2.fcs,CD45_EXP35_Lung_Mouse 2.fcs,35,Lung,2,35_2,202,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP35_Lung_Mouse 3.fcs,CD45_EXP35_Lung_Mouse 3.fcs,35,Lung,3,35_3,203,Hh+IAV,144,M,8.17E+07,NA,NA,NA,NA
EXP35_Lung_Mouse 4.fcs,CD45_EXP35_Lung_Mouse 4.fcs,35,Lung,4,35_4,204,Hh+IAV,144,F,8.17E+07,NA,NA,NA,NA
EXP35_Lung_Mouse 5.fcs,CD45_EXP35_Lung_Mouse 5.fcs,35,Lung,5,35_5,205,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Lung_Mouse 6.fcs,CD45_EXP35_Lung_Mouse 6.fcs,35,Lung,6,35_6,206,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 1.fcs,CD45_EXP35_Nasal Tissue_Mouse 1.fcs,35,Nasal Tissue,1,35_1,201,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 2.fcs,CD45_EXP35_Nasal Tissue_Mouse 2.fcs,35,Nasal Tissue,2,35_2,202,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 3.fcs,CD45_EXP35_Nasal Tissue_Mouse 3.fcs,35,Nasal Tissue,3,35_3,203,Hh+IAV,144,M,8.17E+07,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 4.fcs,CD45_EXP35_Nasal Tissue_Mouse 4.fcs,35,Nasal Tissue,4,35_4,204,Hh+IAV,144,F,8.17E+07,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 5.fcs,CD45_EXP35_Nasal Tissue_Mouse 5.fcs,35,Nasal Tissue,5,35_5,205,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Nasal Tissue_Mouse 6.fcs,CD45_EXP35_Nasal Tissue_Mouse 6.fcs,35,Nasal Tissue,6,35_6,206,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP35_Spleen_Mouse 1.fcs,CD45_EXP35_Spleen_Mouse 1.fcs,35,Spleen,1,35_1,201,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Spleen_Mouse 2.fcs,CD45_EXP35_Spleen_Mouse 2.fcs,35,Spleen,2,35_2,202,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP35_Spleen_Mouse 3.fcs,CD45_EXP35_Spleen_Mouse 3.fcs,35,Spleen,3,35_3,203,Hh+IAV,144,M,8.17E+07,NA,NA,NA,NA
EXP35_Spleen_Mouse 4.fcs,CD45_EXP35_Spleen_Mouse 4.fcs,35,Spleen,4,35_4,204,Hh+IAV,144,F,8.17E+07,NA,NA,NA,NA
EXP35_Spleen_Mouse 5.fcs,CD45_EXP35_Spleen_Mouse 5.fcs,35,Spleen,5,35_5,205,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP35_Spleen_Mouse 6.fcs,CD45_EXP35_Spleen_Mouse 6.fcs,35,Spleen,6,35_6,206,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP36_Lung_Mouse 1.fcs,CD45_EXP36_Lung_Mouse 1.fcs,36,Lung,1,36_1,207,Saline+IAV+NTHi,144,M,NA,1.42E+06,1.54E+06,6.19E+00,OM
EXP36_Lung_Mouse 2.fcs,CD45_EXP36_Lung_Mouse 2.fcs,36,Lung,2,36_2,208,Saline+IAV+NTHi,144,F,NA,1.42E+06,4.33E+05,5.64E+00,OM
EXP36_Lung_Mouse 3.fcs,CD45_EXP36_Lung_Mouse 3.fcs,36,Lung,3,36_3,209,Hh+IAV+NTHi,144,M,1.42E+08,1.42E+06,2.58E+05,5.41E+00,OM
EXP36_Lung_Mouse 4.fcs,CD45_EXP36_Lung_Mouse 4.fcs,36,Lung,4,36_4,210,Hh+IAV+NTHi,144,F,1.42E+08,1.42E+06,2.50E+01,9.60E-01,nOM
EXP36_Lung_Mouse 5.fcs,CD45_EXP36_Lung_Mouse 5.fcs,36,Lung,5,36_5,211,Pam1ug+IAV+NTHi,144,M,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP36_Lung_Mouse 6.fcs,CD45_EXP36_Lung_Mouse 6.fcs,36,Lung,6,36_6,212,Pam1ug+IAV+NTHi,144,F,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP36_Nasal Tissue_Mouse 1.fcs,CD45_EXP36_Nasal Tissue_Mouse 1.fcs,36,Nasal Tissue,1,36_1,207,Saline+IAV+NTHi,144,M,NA,1.42E+06,1.54E+06,6.19E+00,OM
EXP36_Nasal Tissue_Mouse 2.fcs,CD45_EXP36_Nasal Tissue_Mouse 2.fcs,36,Nasal Tissue,2,36_2,208,Saline+IAV+NTHi,144,F,NA,1.42E+06,4.33E+05,5.64E+00,OM
EXP36_Nasal Tissue_Mouse 3.fcs,CD45_EXP36_Nasal Tissue_Mouse 3.fcs,36,Nasal Tissue,3,36_3,209,Hh+IAV+NTHi,144,M,1.42E+08,1.42E+06,2.58E+05,5.41E+00,OM
EXP36_Nasal Tissue_Mouse 4.fcs,CD45_EXP36_Nasal Tissue_Mouse 4.fcs,36,Nasal Tissue,4,36_4,210,Hh+IAV+NTHi,144,F,1.42E+08,1.42E+06,2.50E+01,9.60E-01,nOM
EXP36_Nasal Tissue_Mouse 5.fcs,CD45_EXP36_Nasal Tissue_Mouse 5.fcs,36,Nasal Tissue,5,36_5,211,Pam1ug+IAV+NTHi,144,M,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP36_Nasal Tissue_Mouse 6.fcs,CD45_EXP36_Nasal Tissue_Mouse 6.fcs,36,Nasal Tissue,6,36_6,212,Pam1ug+IAV+NTHi,144,F,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP36_Spleen_Mouse 1.fcs,CD45_EXP36_Spleen_Mouse 1.fcs,36,Spleen,1,36_1,207,Saline+IAV+NTHi,144,M,NA,1.42E+06,1.54E+06,6.19E+00,OM
EXP36_Spleen_Mouse 2.fcs,CD45_EXP36_Spleen_Mouse 2.fcs,36,Spleen,2,36_2,208,Saline+IAV+NTHi,144,F,NA,1.42E+06,4.33E+05,5.64E+00,OM
EXP36_Spleen_Mouse 3.fcs,CD45_EXP36_Spleen_Mouse 3.fcs,36,Spleen,3,36_3,209,Hh+IAV+NTHi,144,M,1.42E+08,1.42E+06,2.58E+05,5.41E+00,OM
EXP36_Spleen_Mouse 4.fcs,CD45_EXP36_Spleen_Mouse 4.fcs,36,Spleen,4,36_4,210,Hh+IAV+NTHi,144,F,1.42E+08,1.42E+06,2.50E+01,9.60E-01,nOM
EXP36_Spleen_Mouse 5.fcs,CD45_EXP36_Spleen_Mouse 5.fcs,36,Spleen,5,36_5,211,Pam1ug+IAV+NTHi,144,M,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP36_Spleen_Mouse 6.fcs,CD45_EXP36_Spleen_Mouse 6.fcs,36,Spleen,6,36_6,212,Pam1ug+IAV+NTHi,144,F,NA,1.42E+06,0.00E+00,9.60E-01,nOM
EXP37_Lung_Mouse 1.fcs,CD45_EXP37_Lung_Mouse 1.fcs,37,Lung,1,37_1,213,Saline,144,M,NA,NA,NA,NA,NA
EXP37_Lung_Mouse 2.fcs,CD45_EXP37_Lung_Mouse 2.fcs,37,Lung,2,37_2,214,Saline,144,F,NA,NA,NA,NA,NA
EXP37_Lung_Mouse 3.fcs,CD45_EXP37_Lung_Mouse 3.fcs,37,Lung,3,37_3,215,Hh,144,M,2.50E+07,NA,NA,NA,NA
EXP37_Lung_Mouse 4.fcs,CD45_EXP37_Lung_Mouse 4.fcs,37,Lung,4,37_4,216,Hh,144,F,2.50E+07,NA,NA,NA,NA
EXP37_Lung_Mouse 5.fcs,CD45_EXP37_Lung_Mouse 5.fcs,37,Lung,5,37_5,217,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP37_Lung_Mouse 6.fcs,CD45_EXP37_Lung_Mouse 6.fcs,37,Lung,6,37_6,218,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 1.fcs,CD45_EXP37_Nasal Tissue_Mouse 1.fcs,37,Nasal Tissue,1,37_1,213,Saline,144,M,NA,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 2.fcs,CD45_EXP37_Nasal Tissue_Mouse 2.fcs,37,Nasal Tissue,2,37_2,214,Saline,144,F,NA,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 3.fcs,CD45_EXP37_Nasal Tissue_Mouse 3.fcs,37,Nasal Tissue,3,37_3,215,Hh,144,M,2.50E+07,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 4.fcs,CD45_EXP37_Nasal Tissue_Mouse 4.fcs,37,Nasal Tissue,4,37_4,216,Hh,144,F,2.50E+07,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 5.fcs,CD45_EXP37_Nasal Tissue_Mouse 5.fcs,37,Nasal Tissue,5,37_5,217,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP37_Nasal Tissue_Mouse 6.fcs,CD45_EXP37_Nasal Tissue_Mouse 6.fcs,37,Nasal Tissue,6,37_6,218,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP37_Spleen_Mouse 1.fcs,CD45_EXP37_Spleen_Mouse 1.fcs,37,Spleen,1,37_1,213,Saline,144,M,NA,NA,NA,NA,NA
EXP37_Spleen_Mouse 2.fcs,CD45_EXP37_Spleen_Mouse 2.fcs,37,Spleen,2,37_2,214,Saline,144,F,NA,NA,NA,NA,NA
EXP37_Spleen_Mouse 3.fcs,CD45_EXP37_Spleen_Mouse 3.fcs,37,Spleen,3,37_3,215,Hh,144,M,2.50E+07,NA,NA,NA,NA
EXP37_Spleen_Mouse 4.fcs,CD45_EXP37_Spleen_Mouse 4.fcs,37,Spleen,4,37_4,216,Hh,144,F,2.50E+07,NA,NA,NA,NA
EXP37_Spleen_Mouse 5.fcs,CD45_EXP37_Spleen_Mouse 5.fcs,37,Spleen,5,37_5,217,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP37_Spleen_Mouse 6.fcs,CD45_EXP37_Spleen_Mouse 6.fcs,37,Spleen,6,37_6,218,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP38_Lung_Mouse 1.fcs,CD45_EXP38_Lung_Mouse 1.fcs,38,Lung,1,38_1,219,Saline+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Lung_Mouse 2.fcs,CD45_EXP38_Lung_Mouse 2.fcs,38,Lung,2,38_2,220,Saline+NTHi,144,F,NA,2.92E+06,3.58E+04,4.55E+00,OM
EXP38_Lung_Mouse 3.fcs,CD45_EXP38_Lung_Mouse 3.fcs,38,Lung,3,38_3,221,Hh+NTHi,144,M,2.00E+07,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Lung_Mouse 4.fcs,CD45_EXP38_Lung_Mouse 4.fcs,38,Lung,4,38_4,222,Hh+NTHi,144,F,2.00E+07,2.92E+06,2.50E+03,3.40E+00,OM
EXP38_Lung_Mouse 5.fcs,CD45_EXP38_Lung_Mouse 5.fcs,38,Lung,5,38_5,223,Pam1ug+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Lung_Mouse 6.fcs,CD45_EXP38_Lung_Mouse 6.fcs,38,Lung,6,38_6,224,Pam1ug+NTHi,144,F,NA,2.92E+06,4.00E+06,6.60E+00,OM
EXP38_Nasal Tissue_Mouse 1.fcs,CD45_EXP38_Nasal Tissue_Mouse 1.fcs,38,Nasal Tissue,1,38_1,219,Saline+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Nasal Tissue_Mouse 2.fcs,CD45_EXP38_Nasal Tissue_Mouse 2.fcs,38,Nasal Tissue,2,38_2,220,Saline+NTHi,144,F,NA,2.92E+06,3.58E+04,4.55E+00,OM
EXP38_Nasal Tissue_Mouse 3.fcs,CD45_EXP38_Nasal Tissue_Mouse 3.fcs,38,Nasal Tissue,3,38_3,221,Hh+NTHi,144,M,2.00E+07,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Nasal Tissue_Mouse 4.fcs,CD45_EXP38_Nasal Tissue_Mouse 4.fcs,38,Nasal Tissue,4,38_4,222,Hh+NTHi,144,F,2.00E+07,2.92E+06,2.50E+03,3.40E+00,OM
EXP38_Nasal Tissue_Mouse 5.fcs,CD45_EXP38_Nasal Tissue_Mouse 5.fcs,38,Nasal Tissue,5,38_5,223,Pam1ug+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Nasal Tissue_Mouse 6.fcs,CD45_EXP38_Nasal Tissue_Mouse 6.fcs,38,Nasal Tissue,6,38_6,224,Pam1ug+NTHi,144,F,NA,2.92E+06,4.00E+06,6.60E+00,OM
EXP38_Spleen_Mouse 1.fcs,CD45_EXP38_Spleen_Mouse 1.fcs,38,Spleen,1,38_1,219,Saline+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Spleen_Mouse 2.fcs,CD45_EXP38_Spleen_Mouse 2.fcs,38,Spleen,2,38_2,220,Saline+NTHi,144,F,NA,2.92E+06,3.58E+04,4.55E+00,OM
EXP38_Spleen_Mouse 3.fcs,CD45_EXP38_Spleen_Mouse 3.fcs,38,Spleen,3,38_3,221,Hh+NTHi,144,M,2.00E+07,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Spleen_Mouse 4.fcs,CD45_EXP38_Spleen_Mouse 4.fcs,38,Spleen,4,38_4,222,Hh+NTHi,144,F,2.00E+07,2.92E+06,2.50E+03,3.40E+00,OM
EXP38_Spleen_Mouse 5.fcs,CD45_EXP38_Spleen_Mouse 5.fcs,38,Spleen,5,38_5,223,Pam1ug+NTHi,144,M,NA,2.92E+06,0.00E+00,9.60E-01,nOM
EXP38_Spleen_Mouse 6.fcs,CD45_EXP38_Spleen_Mouse 6.fcs,38,Spleen,6,38_6,224,Pam1ug+NTHi,144,F,NA,2.92E+06,4.00E+06,6.60E+00,OM
EXP39_Lung_Mouse 1.fcs,CD45_EXP39_Lung_Mouse 1.fcs,39,Lung,1,39_1,225,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Lung_Mouse 2.fcs,CD45_EXP39_Lung_Mouse 2.fcs,39,Lung,2,39_2,226,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP39_Lung_Mouse 3.fcs,CD45_EXP39_Lung_Mouse 3.fcs,39,Lung,3,39_3,227,Hh+IAV,144,M,1.67E+07,NA,NA,NA,NA
EXP39_Lung_Mouse 4.fcs,CD45_EXP39_Lung_Mouse 4.fcs,39,Lung,4,39_4,228,Hh+IAV,144,F,1.67E+07,NA,NA,NA,NA
EXP39_Lung_Mouse 5.fcs,CD45_EXP39_Lung_Mouse 5.fcs,39,Lung,5,39_5,229,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Lung_Mouse 6.fcs,CD45_EXP39_Lung_Mouse 6.fcs,39,Lung,6,39_6,230,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 1.fcs,CD45_EXP39_Nasal Tissue_Mouse 1.fcs,39,Nasal Tissue,1,39_1,225,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 2.fcs,CD45_EXP39_Nasal Tissue_Mouse 2.fcs,39,Nasal Tissue,2,39_2,226,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 3.fcs,CD45_EXP39_Nasal Tissue_Mouse 3.fcs,39,Nasal Tissue,3,39_3,227,Hh+IAV,144,M,1.67E+07,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 4.fcs,CD45_EXP39_Nasal Tissue_Mouse 4.fcs,39,Nasal Tissue,4,39_4,228,Hh+IAV,144,F,1.67E+07,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 5.fcs,CD45_EXP39_Nasal Tissue_Mouse 5.fcs,39,Nasal Tissue,5,39_5,229,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Nasal Tissue_Mouse 6.fcs,CD45_EXP39_Nasal Tissue_Mouse 6.fcs,39,Nasal Tissue,6,39_6,230,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP39_Spleen_Mouse 1.fcs,CD45_EXP39_Spleen_Mouse 1.fcs,39,Spleen,1,39_1,225,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Spleen_Mouse 2.fcs,CD45_EXP39_Spleen_Mouse 2.fcs,39,Spleen,2,39_2,226,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP39_Spleen_Mouse 3.fcs,CD45_EXP39_Spleen_Mouse 3.fcs,39,Spleen,3,39_3,227,Hh+IAV,144,M,1.67E+07,NA,NA,NA,NA
EXP39_Spleen_Mouse 4.fcs,CD45_EXP39_Spleen_Mouse 4.fcs,39,Spleen,4,39_4,228,Hh+IAV,144,F,1.67E+07,NA,NA,NA,NA
EXP39_Spleen_Mouse 5.fcs,CD45_EXP39_Spleen_Mouse 5.fcs,39,Spleen,5,39_5,229,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP39_Spleen_Mouse 6.fcs,CD45_EXP39_Spleen_Mouse 6.fcs,39,Spleen,6,39_6,230,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP40_Lung_Mouse 1.fcs,CD45_EXP40_Lung_Mouse 1.fcs,40,Lung,1,40_1,231,Saline+IAV+NTHi,144,M,NA,3.33E+06,4.75E+06,6.68E+00,OM
EXP40_Lung_Mouse 2.fcs,CD45_EXP40_Lung_Mouse 2.fcs,40,Lung,2,40_2,232,Saline+IAV+NTHi,144,F,NA,3.33E+06,1.75E+05,5.24E+00,OM
EXP40_Lung_Mouse 3.fcs,CD45_EXP40_Lung_Mouse 3.fcs,40,Lung,3,40_3,233,Hh+IAV+NTHi,144,M,2.00E+07,3.33E+06,2.50E+01,9.60E-01,nOM
EXP40_Lung_Mouse 4.fcs,CD45_EXP40_Lung_Mouse 4.fcs,40,Lung,4,40_4,234,Hh+IAV+NTHi,144,F,2.00E+07,3.33E+06,4.17E+02,2.62E+00,OM
EXP40_Lung_Mouse 5.fcs,CD45_EXP40_Lung_Mouse 5.fcs,40,Lung,5,40_5,235,Pam1ug+IAV+NTHi,144,M,NA,3.33E+06,0.00E+00,9.60E-01,nOM
EXP40_Lung_Mouse 6.fcs,CD45_EXP40_Lung_Mouse 6.fcs,40,Lung,6,40_6,236,Pam1ug+IAV+NTHi,144,F,NA,3.33E+06,9.17E+03,3.96E+00,OM
EXP40_Nasal Tissue_Mouse 1.fcs,CD45_EXP40_Nasal Tissue_Mouse 1.fcs,40,Nasal Tissue,1,40_1,231,Saline+IAV+NTHi,144,M,NA,3.33E+06,4.75E+06,6.68E+00,OM
EXP40_Nasal Tissue_Mouse 2.fcs,CD45_EXP40_Nasal Tissue_Mouse 2.fcs,40,Nasal Tissue,2,40_2,232,Saline+IAV+NTHi,144,F,NA,3.33E+06,1.75E+05,5.24E+00,OM
EXP40_Nasal Tissue_Mouse 3.fcs,CD45_EXP40_Nasal Tissue_Mouse 3.fcs,40,Nasal Tissue,3,40_3,233,Hh+IAV+NTHi,144,M,2.00E+07,3.33E+06,2.50E+01,9.60E-01,nOM
EXP40_Nasal Tissue_Mouse 4.fcs,CD45_EXP40_Nasal Tissue_Mouse 4.fcs,40,Nasal Tissue,4,40_4,234,Hh+IAV+NTHi,144,F,2.00E+07,3.33E+06,4.17E+02,2.62E+00,OM
EXP40_Nasal Tissue_Mouse 5.fcs,CD45_EXP40_Nasal Tissue_Mouse 5.fcs,40,Nasal Tissue,5,40_5,235,Pam1ug+IAV+NTHi,144,M,NA,3.33E+06,0.00E+00,9.60E-01,nOM
