FCSFileNames,Sample,Experiment,Tissue,Mouse Number,For_Vlookup,UniqueMouseID,Treatment,Timepoint,Sex,Hh Dose,NTHi Dose,NTHi MET CFUml,Log10(CFUml),Developed OM
EXP16_Lung_Mouse 4.fcs,CD45_EXP16_Lung_Mouse 4.fcs,16,Lung,4,16_4,90,Hh,72,F,6.00E+07,NA,NA,NA,NA
EXP16_Lung_Mouse 5.fcs,CD45_EXP16_Lung_Mouse 5.fcs,16,Lung,5,16_5,91,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP16_Lung_Mouse 6.fcs,CD45_EXP16_Lung_Mouse 6.fcs,16,Lung,6,16_6,92,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 1.fcs,CD45_EXP16_Nasal Tissue_Mouse 1.fcs,16,Nasal Tissue,1,16_1,87,Saline,72,M,NA,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 2.fcs,CD45_EXP16_Nasal Tissue_Mouse 2.fcs,16,Nasal Tissue,2,16_2,88,Saline,72,F,NA,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 3.fcs,CD45_EXP16_Nasal Tissue_Mouse 3.fcs,16,Nasal Tissue,3,16_3,89,Hh,72,M,6.00E+07,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 4.fcs,CD45_EXP16_Nasal Tissue_Mouse 4.fcs,16,Nasal Tissue,4,16_4,90,Hh,72,F,6.00E+07,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 5.fcs,CD45_EXP16_Nasal Tissue_Mouse 5.fcs,16,Nasal Tissue,5,16_5,91,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP16_Nasal Tissue_Mouse 6.fcs,CD45_EXP16_Nasal Tissue_Mouse 6.fcs,16,Nasal Tissue,6,16_6,92,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP16_Spleen_Mouse 1.fcs,CD45_EXP16_Spleen_Mouse 1.fcs,16,Spleen,1,16_1,87,Saline,72,M,NA,NA,NA,NA,NA
EXP16_Spleen_Mouse 2.fcs,CD45_EXP16_Spleen_Mouse 2.fcs,16,Spleen,2,16_2,88,Saline,72,F,NA,NA,NA,NA,NA
EXP16_Spleen_Mouse 3.fcs,CD45_EXP16_Spleen_Mouse 3.fcs,16,Spleen,3,16_3,89,Hh,72,M,6.00E+07,NA,NA,NA,NA
EXP16_Spleen_Mouse 4.fcs,CD45_EXP16_Spleen_Mouse 4.fcs,16,Spleen,4,16_4,90,Hh,72,F,6.00E+07,NA,NA,NA,NA
EXP16_Spleen_Mouse 5.fcs,CD45_EXP16_Spleen_Mouse 5.fcs,16,Spleen,5,16_5,91,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP16_Spleen_Mouse 6.fcs,CD45_EXP16_Spleen_Mouse 6.fcs,16,Spleen,6,16_6,92,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP17_Lung_Mouse 1.fcs,CD45_EXP17_Lung_Mouse 1.fcs,17,Lung,1,17_1,93,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Lung_Mouse 2.fcs,CD45_EXP17_Lung_Mouse 2.fcs,17,Lung,2,17_2,94,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP17_Lung_Mouse 3.fcs,CD45_EXP17_Lung_Mouse 3.fcs,17,Lung,3,17_3,95,Hh+IAV,48,M,5.00E+07,NA,NA,NA,NA
EXP17_Lung_Mouse 4.fcs,CD45_EXP17_Lung_Mouse 4.fcs,17,Lung,4,17_4,96,Hh+IAV,48,F,5.00E+07,NA,NA,NA,NA
EXP17_Lung_Mouse 5.fcs,CD45_EXP17_Lung_Mouse 5.fcs,17,Lung,5,17_5,97,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Lung_Mouse 6.fcs,CD45_EXP17_Lung_Mouse 6.fcs,17,Lung,6,17_6,98,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 1.fcs,CD45_EXP17_Nasal Tissue_Mouse 1.fcs,17,Nasal Tissue,1,17_1,93,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 2.fcs,CD45_EXP17_Nasal Tissue_Mouse 2.fcs,17,Nasal Tissue,2,17_2,94,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 3.fcs,CD45_EXP17_Nasal Tissue_Mouse 3.fcs,17,Nasal Tissue,3,17_3,95,Hh+IAV,48,M,5.00E+07,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 4.fcs,CD45_EXP17_Nasal Tissue_Mouse 4.fcs,17,Nasal Tissue,4,17_4,96,Hh+IAV,48,F,5.00E+07,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 5.fcs,CD45_EXP17_Nasal Tissue_Mouse 5.fcs,17,Nasal Tissue,5,17_5,97,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Nasal Tissue_Mouse 6.fcs,CD45_EXP17_Nasal Tissue_Mouse 6.fcs,17,Nasal Tissue,6,17_6,98,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP17_Spleen_Mouse 1.fcs,CD45_EXP17_Spleen_Mouse 1.fcs,17,Spleen,1,17_1,93,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Spleen_Mouse 2.fcs,CD45_EXP17_Spleen_Mouse 2.fcs,17,Spleen,2,17_2,94,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP17_Spleen_Mouse 3.fcs,CD45_EXP17_Spleen_Mouse 3.fcs,17,Spleen,3,17_3,95,Hh+IAV,48,M,5.00E+07,NA,NA,NA,NA
EXP17_Spleen_Mouse 4.fcs,CD45_EXP17_Spleen_Mouse 4.fcs,17,Spleen,4,17_4,96,Hh+IAV,48,F,5.00E+07,NA,NA,NA,NA
EXP17_Spleen_Mouse 5.fcs,CD45_EXP17_Spleen_Mouse 5.fcs,17,Spleen,5,17_5,97,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP17_Spleen_Mouse 6.fcs,CD45_EXP17_Spleen_Mouse 6.fcs,17,Spleen,6,17_6,98,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP18_Lung_Mouse 1.fcs,CD45_EXP18_Lung_Mouse 1.fcs,18,Lung,1,18_1,99,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Lung_Mouse 2.fcs,CD45_EXP18_Lung_Mouse 2.fcs,18,Lung,2,18_2,100,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP18_Lung_Mouse 3.fcs,CD45_EXP18_Lung_Mouse 3.fcs,18,Lung,3,18_3,101,Hh+IAV,72,M,5.00E+07,NA,NA,NA,NA
EXP18_Lung_Mouse 4.fcs,CD45_EXP18_Lung_Mouse 4.fcs,18,Lung,4,18_4,102,Hh+IAV,72,F,5.00E+07,NA,NA,NA,NA
EXP18_Lung_Mouse 5.fcs,CD45_EXP18_Lung_Mouse 5.fcs,18,Lung,5,18_5,103,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Lung_Mouse 6.fcs,CD45_EXP18_Lung_Mouse 6.fcs,18,Lung,6,18_6,104,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 1.fcs,CD45_EXP18_Nasal Tissue_Mouse 1.fcs,18,Nasal Tissue,1,18_1,99,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 2.fcs,CD45_EXP18_Nasal Tissue_Mouse 2.fcs,18,Nasal Tissue,2,18_2,100,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 3.fcs,CD45_EXP18_Nasal Tissue_Mouse 3.fcs,18,Nasal Tissue,3,18_3,101,Hh+IAV,72,M,5.00E+07,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 4.fcs,CD45_EXP18_Nasal Tissue_Mouse 4.fcs,18,Nasal Tissue,4,18_4,102,Hh+IAV,72,F,5.00E+07,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 5.fcs,CD45_EXP18_Nasal Tissue_Mouse 5.fcs,18,Nasal Tissue,5,18_5,103,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Nasal Tissue_Mouse 6.fcs,CD45_EXP18_Nasal Tissue_Mouse 6.fcs,18,Nasal Tissue,6,18_6,104,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP18_Spleen_Mouse 1.fcs,CD45_EXP18_Spleen_Mouse 1.fcs,18,Spleen,1,18_1,99,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Spleen_Mouse 2.fcs,CD45_EXP18_Spleen_Mouse 2.fcs,18,Spleen,2,18_2,100,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP18_Spleen_Mouse 3.fcs,CD45_EXP18_Spleen_Mouse 3.fcs,18,Spleen,3,18_3,101,Hh+IAV,72,M,5.00E+07,NA,NA,NA,NA
EXP18_Spleen_Mouse 4.fcs,CD45_EXP18_Spleen_Mouse 4.fcs,18,Spleen,4,18_4,102,Hh+IAV,72,F,5.00E+07,NA,NA,NA,NA
EXP18_Spleen_Mouse 5.fcs,CD45_EXP18_Spleen_Mouse 5.fcs,18,Spleen,5,18_5,103,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP18_Spleen_Mouse 6.fcs,CD45_EXP18_Spleen_Mouse 6.fcs,18,Spleen,6,18_6,104,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Lung_Mouse 1.fcs,CD45_EXP19_Lung_Mouse 1.fcs,19,Lung,1,19_1,105,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Lung_Mouse 2.fcs,CD45_EXP19_Lung_Mouse 2.fcs,19,Lung,2,19_2,106,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Lung_Mouse 3.fcs,CD45_EXP19_Lung_Mouse 3.fcs,19,Lung,3,19_3,107,Hh+IAV,72,M,6.67E+07,NA,NA,NA,NA
EXP19_Lung_Mouse 4.fcs,CD45_EXP19_Lung_Mouse 4.fcs,19,Lung,4,19_4,108,Hh+IAV,72,F,6.67E+07,NA,NA,NA,NA
EXP19_Lung_Mouse 5.fcs,CD45_EXP19_Lung_Mouse 5.fcs,19,Lung,5,19_5,109,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Lung_Mouse 6.fcs,CD45_EXP19_Lung_Mouse 6.fcs,19,Lung,6,19_6,110,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 1.fcs,CD45_EXP19_Nasal Tissue_Mouse 1.fcs,19,Nasal Tissue,1,19_1,105,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 2.fcs,CD45_EXP19_Nasal Tissue_Mouse 2.fcs,19,Nasal Tissue,2,19_2,106,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 3.fcs,CD45_EXP19_Nasal Tissue_Mouse 3.fcs,19,Nasal Tissue,3,19_3,107,Hh+IAV,72,M,6.67E+07,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 4.fcs,CD45_EXP19_Nasal Tissue_Mouse 4.fcs,19,Nasal Tissue,4,19_4,108,Hh+IAV,72,F,6.67E+07,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 5.fcs,CD45_EXP19_Nasal Tissue_Mouse 5.fcs,19,Nasal Tissue,5,19_5,109,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Nasal Tissue_Mouse 6.fcs,CD45_EXP19_Nasal Tissue_Mouse 6.fcs,19,Nasal Tissue,6,19_6,110,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Spleen_Mouse 1.fcs,CD45_EXP19_Spleen_Mouse 1.fcs,19,Spleen,1,19_1,105,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Spleen_Mouse 2.fcs,CD45_EXP19_Spleen_Mouse 2.fcs,19,Spleen,2,19_2,106,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP19_Spleen_Mouse 3.fcs,CD45_EXP19_Spleen_Mouse 3.fcs,19,Spleen,3,19_3,107,Hh+IAV,72,M,6.67E+07,NA,NA,NA,NA
EXP19_Spleen_Mouse 4.fcs,CD45_EXP19_Spleen_Mouse 4.fcs,19,Spleen,4,19_4,108,Hh+IAV,72,F,6.67E+07,NA,NA,NA,NA
EXP19_Spleen_Mouse 5.fcs,CD45_EXP19_Spleen_Mouse 5.fcs,19,Spleen,5,19_5,109,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP19_Spleen_Mouse 6.fcs,CD45_EXP19_Spleen_Mouse 6.fcs,19,Spleen,6,19_6,110,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP20_Lung_Mouse 1.fcs,CD45_EXP20_Lung_Mouse 1.fcs,20,Lung,1,20_1,111,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Lung_Mouse 2.fcs,CD45_EXP20_Lung_Mouse 2.fcs,20,Lung,2,20_2,112,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP20_Lung_Mouse 3.fcs,CD45_EXP20_Lung_Mouse 3.fcs,20,Lung,3,20_3,113,Hh+IAV,96,M,6.67E+07,NA,NA,NA,NA
EXP20_Lung_Mouse 4.fcs,CD45_EXP20_Lung_Mouse 4.fcs,20,Lung,4,20_4,114,Hh+IAV,96,F,6.67E+07,NA,NA,NA,NA
EXP20_Lung_Mouse 5.fcs,CD45_EXP20_Lung_Mouse 5.fcs,20,Lung,5,20_5,115,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Lung_Mouse 6.fcs,CD45_EXP20_Lung_Mouse 6.fcs,20,Lung,6,20_6,116,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 1.fcs,CD45_EXP20_Nasal Tissue_Mouse 1.fcs,20,Nasal Tissue,1,20_1,111,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 2.fcs,CD45_EXP20_Nasal Tissue_Mouse 2.fcs,20,Nasal Tissue,2,20_2,112,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 3.fcs,CD45_EXP20_Nasal Tissue_Mouse 3.fcs,20,Nasal Tissue,3,20_3,113,Hh+IAV,96,M,6.67E+07,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 4.fcs,CD45_EXP20_Nasal Tissue_Mouse 4.fcs,20,Nasal Tissue,4,20_4,114,Hh+IAV,96,F,6.67E+07,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 5.fcs,CD45_EXP20_Nasal Tissue_Mouse 5.fcs,20,Nasal Tissue,5,20_5,115,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Nasal Tissue_Mouse 6.fcs,CD45_EXP20_Nasal Tissue_Mouse 6.fcs,20,Nasal Tissue,6,20_6,116,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP20_Spleen_Mouse 1.fcs,CD45_EXP20_Spleen_Mouse 1.fcs,20,Spleen,1,20_1,111,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Spleen_Mouse 2.fcs,CD45_EXP20_Spleen_Mouse 2.fcs,20,Spleen,2,20_2,112,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP20_Spleen_Mouse 3.fcs,CD45_EXP20_Spleen_Mouse 3.fcs,20,Spleen,3,20_3,113,Hh+IAV,96,M,6.67E+07,NA,NA,NA,NA
EXP20_Spleen_Mouse 4.fcs,CD45_EXP20_Spleen_Mouse 4.fcs,20,Spleen,4,20_4,114,Hh+IAV,96,F,6.67E+07,NA,NA,NA,NA
EXP20_Spleen_Mouse 5.fcs,CD45_EXP20_Spleen_Mouse 5.fcs,20,Spleen,5,20_5,115,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP20_Spleen_Mouse 6.fcs,CD45_EXP20_Spleen_Mouse 6.fcs,20,Spleen,6,20_6,116,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP21_Lung_Mouse 1.fcs,CD45_EXP21_Lung_Mouse 1.fcs,21,Lung,1,21_1,117,Saline,72,M,NA,NA,NA,NA,NA
EXP21_Lung_Mouse 2.fcs,CD45_EXP21_Lung_Mouse 2.fcs,21,Lung,2,21_2,118,Saline,72,F,NA,NA,NA,NA,NA
EXP21_Lung_Mouse 3.fcs,CD45_EXP21_Lung_Mouse 3.fcs,21,Lung,3,21_3,119,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP21_Lung_Mouse 4.fcs,CD45_EXP21_Lung_Mouse 4.fcs,21,Lung,4,21_4,120,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP21_Lung_Mouse 5.fcs,CD45_EXP21_Lung_Mouse 5.fcs,21,Lung,5,21_5,121,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP21_Lung_Mouse 6.fcs,CD45_EXP21_Lung_Mouse 6.fcs,21,Lung,6,21_6,122,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 1.fcs,CD45_EXP21_Nasal Tissue_Mouse 1.fcs,21,Nasal Tissue,1,21_1,117,Saline,72,M,NA,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 2.fcs,CD45_EXP21_Nasal Tissue_Mouse 2.fcs,21,Nasal Tissue,2,21_2,118,Saline,72,F,NA,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 3.fcs,CD45_EXP21_Nasal Tissue_Mouse 3.fcs,21,Nasal Tissue,3,21_3,119,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 4.fcs,CD45_EXP21_Nasal Tissue_Mouse 4.fcs,21,Nasal Tissue,4,21_4,120,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 5.fcs,CD45_EXP21_Nasal Tissue_Mouse 5.fcs,21,Nasal Tissue,5,21_5,121,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP21_Nasal Tissue_Mouse 6.fcs,CD45_EXP21_Nasal Tissue_Mouse 6.fcs,21,Nasal Tissue,6,21_6,122,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP21_Spleen_Mouse 1.fcs,CD45_EXP21_Spleen_Mouse 1.fcs,21,Spleen,1,21_1,117,Saline,72,M,NA,NA,NA,NA,NA
EXP21_Spleen_Mouse 2.fcs,CD45_EXP21_Spleen_Mouse 2.fcs,21,Spleen,2,21_2,118,Saline,72,F,NA,NA,NA,NA,NA
EXP21_Spleen_Mouse 3.fcs,CD45_EXP21_Spleen_Mouse 3.fcs,21,Spleen,3,21_3,119,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP21_Spleen_Mouse 4.fcs,CD45_EXP21_Spleen_Mouse 4.fcs,21,Spleen,4,21_4,120,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP21_Spleen_Mouse 5.fcs,CD45_EXP21_Spleen_Mouse 5.fcs,21,Spleen,5,21_5,121,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP21_Spleen_Mouse 6.fcs,CD45_EXP21_Spleen_Mouse 6.fcs,21,Spleen,6,21_6,122,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP22_Lung_Mouse 1.fcs,CD45_EXP22_Lung_Mouse 1.fcs,22,Lung,1,22_1,123,Saline,96,M,NA,NA,NA,NA,NA
EXP22_Lung_Mouse 2.fcs,CD45_EXP22_Lung_Mouse 2.fcs,22,Lung,2,22_2,124,Saline,96,F,NA,NA,NA,NA,NA
EXP22_Lung_Mouse 3.fcs,CD45_EXP22_Lung_Mouse 3.fcs,22,Lung,3,22_3,125,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP22_Lung_Mouse 4.fcs,CD45_EXP22_Lung_Mouse 4.fcs,22,Lung,4,22_4,126,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP22_Lung_Mouse 5.fcs,CD45_EXP22_Lung_Mouse 5.fcs,22,Lung,5,22_5,127,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP22_Lung_Mouse 6.fcs,CD45_EXP22_Lung_Mouse 6.fcs,22,Lung,6,22_6,128,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 1.fcs,CD45_EXP22_Nasal Tissue_Mouse 1.fcs,22,Nasal Tissue,1,22_1,123,Saline,96,M,NA,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 2.fcs,CD45_EXP22_Nasal Tissue_Mouse 2.fcs,22,Nasal Tissue,2,22_2,124,Saline,96,F,NA,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 3.fcs,CD45_EXP22_Nasal Tissue_Mouse 3.fcs,22,Nasal Tissue,3,22_3,125,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 4.fcs,CD45_EXP22_Nasal Tissue_Mouse 4.fcs,22,Nasal Tissue,4,22_4,126,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 5.fcs,CD45_EXP22_Nasal Tissue_Mouse 5.fcs,22,Nasal Tissue,5,22_5,127,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP22_Nasal Tissue_Mouse 6.fcs,CD45_EXP22_Nasal Tissue_Mouse 6.fcs,22,Nasal Tissue,6,22_6,128,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP22_Spleen_Mouse 1.fcs,CD45_EXP22_Spleen_Mouse 1.fcs,22,Spleen,1,22_1,123,Saline,96,M,NA,NA,NA,NA,NA
EXP22_Spleen_Mouse 2.fcs,CD45_EXP22_Spleen_Mouse 2.fcs,22,Spleen,2,22_2,124,Saline,96,F,NA,NA,NA,NA,NA
EXP22_Spleen_Mouse 3.fcs,CD45_EXP22_Spleen_Mouse 3.fcs,22,Spleen,3,22_3,125,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP22_Spleen_Mouse 4.fcs,CD45_EXP22_Spleen_Mouse 4.fcs,22,Spleen,4,22_4,126,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP22_Spleen_Mouse 5.fcs,CD45_EXP22_Spleen_Mouse 5.fcs,22,Spleen,5,22_5,127,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP22_Spleen_Mouse 6.fcs,CD45_EXP22_Spleen_Mouse 6.fcs,22,Spleen,6,22_6,128,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP23_Lung_Mouse 1.fcs,CD45_EXP23_Lung_Mouse 1.fcs,23,Lung,1,23_1,129,Saline,72,M,NA,NA,NA,NA,NA
EXP23_Lung_Mouse 2.fcs,CD45_EXP23_Lung_Mouse 2.fcs,23,Lung,2,23_2,130,Saline,72,F,NA,NA,NA,NA,NA
EXP23_Lung_Mouse 3.fcs,CD45_EXP23_Lung_Mouse 3.fcs,23,Lung,3,23_3,131,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP23_Lung_Mouse 4.fcs,CD45_EXP23_Lung_Mouse 4.fcs,23,Lung,4,23_4,132,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP23_Lung_Mouse 5.fcs,CD45_EXP23_Lung_Mouse 5.fcs,23,Lung,5,23_5,133,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP23_Lung_Mouse 6.fcs,CD45_EXP23_Lung_Mouse 6.fcs,23,Lung,6,23_6,134,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 1.fcs,CD45_EXP23_Nasal Tissue_Mouse 1.fcs,23,Nasal Tissue,1,23_1,129,Saline,72,M,NA,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 2.fcs,CD45_EXP23_Nasal Tissue_Mouse 2.fcs,23,Nasal Tissue,2,23_2,130,Saline,72,F,NA,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 3.fcs,CD45_EXP23_Nasal Tissue_Mouse 3.fcs,23,Nasal Tissue,3,23_3,131,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 4.fcs,CD45_EXP23_Nasal Tissue_Mouse 4.fcs,23,Nasal Tissue,4,23_4,132,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 5.fcs,CD45_EXP23_Nasal Tissue_Mouse 5.fcs,23,Nasal Tissue,5,23_5,133,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP23_Nasal Tissue_Mouse 6.fcs,CD45_EXP23_Nasal Tissue_Mouse 6.fcs,23,Nasal Tissue,6,23_6,134,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP23_Spleen_Mouse 1.fcs,CD45_EXP23_Spleen_Mouse 1.fcs,23,Spleen,1,23_1,129,Saline,72,M,NA,NA,NA,NA,NA
EXP23_Spleen_Mouse 2.fcs,CD45_EXP23_Spleen_Mouse 2.fcs,23,Spleen,2,23_2,130,Saline,72,F,NA,NA,NA,NA,NA
EXP23_Spleen_Mouse 3.fcs,CD45_EXP23_Spleen_Mouse 3.fcs,23,Spleen,3,23_3,131,Hh,72,M,6.67E+07,NA,NA,NA,NA
EXP23_Spleen_Mouse 4.fcs,CD45_EXP23_Spleen_Mouse 4.fcs,23,Spleen,4,23_4,132,Hh,72,F,6.67E+07,NA,NA,NA,NA
EXP23_Spleen_Mouse 5.fcs,CD45_EXP23_Spleen_Mouse 5.fcs,23,Spleen,5,23_5,133,Pam1ug,72,M,NA,NA,NA,NA,NA
EXP23_Spleen_Mouse 6.fcs,CD45_EXP23_Spleen_Mouse 6.fcs,23,Spleen,6,23_6,134,Pam1ug,72,F,NA,NA,NA,NA,NA
EXP24_Lung_Mouse 1.fcs,CD45_EXP24_Lung_Mouse 1.fcs,24,Lung,1,24_1,135,Saline,96,M,NA,NA,NA,NA,NA
EXP24_Lung_Mouse 2.fcs,CD45_EXP24_Lung_Mouse 2.fcs,24,Lung,2,24_2,136,Saline,96,F,NA,NA,NA,NA,NA
EXP24_Lung_Mouse 3.fcs,CD45_EXP24_Lung_Mouse 3.fcs,24,Lung,3,24_3,137,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP24_Lung_Mouse 4.fcs,CD45_EXP24_Lung_Mouse 4.fcs,24,Lung,4,24_4,138,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP24_Lung_Mouse 5.fcs,CD45_EXP24_Lung_Mouse 5.fcs,24,Lung,5,24_5,139,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP24_Lung_Mouse 6.fcs,CD45_EXP24_Lung_Mouse 6.fcs,24,Lung,6,24_6,140,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP24_Nasal Tissue_Mouse 1.fcs,CD45_EXP24_Nasal Tissue_Mouse 1.fcs,24,Nasal Tissue,1,24_1,135,Saline,96,M,NA,NA,NA,NA,NA
EXP24_Nasal Tissue_Mouse 2.fcs,CD45_EXP24_Nasal Tissue_Mouse 2.fcs,24,Nasal Tissue,2,24_2,136,Saline,96,F,NA,NA,NA,NA,NA
EXP24_Nasal Tissue_Mouse 3.fcs,CD45_EXP24_Nasal Tissue_Mouse 3.fcs,24,Nasal Tissue,3,24_3,137,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP24_Nasal Tissue_Mouse 4.fcs,CD45_EXP24_Nasal Tissue_Mouse 4.fcs,24,Nasal Tissue,4,24_4,138,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP24_Nasal Tissue_Mouse 5.fcs,CD45_EXP24_Nasal Tissue_Mouse 5.fcs,24,Nasal Tissue,5,24_5,139,Pam1ug,96,M,NA,NA,NA,NA,NA
