Tissue,Timepoint,Treatment,Cell_ID,Total_idPerSample,Total_evtsPerSample,Proportion_idPerSample,For_Vlookup,Sample_ID
Nasal Tissue,72,Saline+IAV,CD64+MHCII- Macrophages,201,29387,0.006839759,19_2,6
Nasal Tissue,72,Saline+IAV,Ly6C-CD8+ T-cells,40,29387,0.001361146,19_2,6
Nasal Tissue,72,Saline+IAV,cDC2,5,29387,0.000170143,19_2,6
Nasal Tissue,72,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,1329,21994,0.060425571,19_3,5
Nasal Tissue,72,Hh+IAV,Neutrophils,5527,21994,0.251295808,19_3,5
Nasal Tissue,72,Hh+IAV,B-cells,10973,21994,0.498908793,19_3,5
Nasal Tissue,72,Hh+IAV,Drop,1400,21994,0.063653724,19_3,5
Nasal Tissue,72,Hh+IAV,pDCs,491,21994,0.02232427,19_3,5
Nasal Tissue,72,Hh+IAV,Monocytes,560,21994,0.025461489,19_3,5
Nasal Tissue,72,Hh+IAV,Unknown Myeloid,585,21994,0.026598163,19_3,5
Nasal Tissue,72,Hh+IAV,CD206+ Macrophages,262,21994,0.01191234,19_3,5
Nasal Tissue,72,Hh+IAV,Ly6C- NK cells,315,21994,0.014322088,19_3,5
Nasal Tissue,72,Hh+IAV,CD64+MHCII- Macrophages,38,21994,0.001727744,19_3,5
Nasal Tissue,72,Hh+IAV,CD4+ T-cells,162,21994,0.007365645,19_3,5
Nasal Tissue,72,Hh+IAV,Ly6C+CD8+ T-cells,104,21994,0.004728562,19_3,5
Nasal Tissue,72,Hh+IAV,CD103+CD4+ T-cells,81,21994,0.003682823,19_3,5
Nasal Tissue,72,Hh+IAV,Ly6C-CD8+ T-cells,26,21994,0.001182141,19_3,5
Nasal Tissue,72,Hh+IAV,Ly6C+ NK cells,118,21994,0.0053651,19_3,5
Nasal Tissue,72,Hh+IAV,cDC1,20,21994,0.000909339,19_3,5
Nasal Tissue,72,Hh+IAV,cDC2,3,21994,0.000136401,19_3,5
Nasal Tissue,72,Hh+IAV,B-cells,20759,34340,0.604513687,19_4,6
Nasal Tissue,72,Hh+IAV,CD4+ T-cells,2787,34340,0.081158998,19_4,6
Nasal Tissue,72,Hh+IAV,Ly6C- NK cells,336,34340,0.009784508,19_4,6
Nasal Tissue,72,Hh+IAV,Neutrophils,3429,34340,0.099854397,19_4,6
Nasal Tissue,72,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,1133,34340,0.032993593,19_4,6
Nasal Tissue,72,Hh+IAV,Ly6C+ NK cells,147,34340,0.004280722,19_4,6
Nasal Tissue,72,Hh+IAV,Ly6C-CD8+ T-cells,266,34340,0.007746069,19_4,6
Nasal Tissue,72,Hh+IAV,Ly6C+CD8+ T-cells,593,34340,0.017268492,19_4,6
Nasal Tissue,72,Hh+IAV,Monocytes,519,34340,0.01511357,19_4,6
Nasal Tissue,72,Hh+IAV,CD206+ Macrophages,867,34340,0.025247525,19_4,6
Nasal Tissue,72,Hh+IAV,Unknown Myeloid,1277,34340,0.037186954,19_4,6
Nasal Tissue,72,Hh+IAV,Drop,1101,34340,0.032061736,19_4,6
Nasal Tissue,72,Hh+IAV,CD64+MHCII- Macrophages,307,34340,0.008940012,19_4,6
Nasal Tissue,72,Hh+IAV,pDCs,615,34340,0.017909144,19_4,6
Nasal Tissue,72,Hh+IAV,CD103+CD4+ T-cells,148,34340,0.004309843,19_4,6
Nasal Tissue,72,Hh+IAV,cDC1,50,34340,0.001456028,19_4,6
Nasal Tissue,72,Hh+IAV,cDC2,5,34340,0.000145603,19_4,6
Nasal Tissue,72,Hh+IAV,moDCs,1,34340,2.91206E-05,19_4,5
Nasal Tissue,72,Pam1ug+IAV,B-cells,16034,44683,0.358838932,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Drop,2658,44683,0.05948571,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Neutrophils,14998,44683,0.33565338,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,4333,44683,0.096972003,19_5,4
Nasal Tissue,72,Pam1ug+IAV,CD64+MHCII- Macrophages,281,44683,0.006288745,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Ly6C- NK cells,742,44683,0.016605868,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Monocytes,1238,44683,0.027706287,19_5,4
Nasal Tissue,72,Pam1ug+IAV,CD206+ Macrophages,878,44683,0.019649531,19_5,4
Nasal Tissue,72,Pam1ug+IAV,pDCs,728,44683,0.01629255,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Unknown Myeloid,1186,44683,0.026542533,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Ly6C+CD8+ T-cells,150,44683,0.003356981,19_5,4
Nasal Tissue,72,Pam1ug+IAV,CD4+ T-cells,648,44683,0.01450216,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Ly6C+ NK cells,272,44683,0.006087326,19_5,4
Nasal Tissue,72,Pam1ug+IAV,Ly6C-CD8+ T-cells,82,44683,0.00183515,19_5,4
Nasal Tissue,72,Pam1ug+IAV,CD103+CD4+ T-cells,384,44683,0.008593872,19_5,4
Nasal Tissue,72,Pam1ug+IAV,cDC1,59,44683,0.001320413,19_5,4
Nasal Tissue,72,Pam1ug+IAV,cDC2,11,44683,0.000246179,19_5,4
Nasal Tissue,72,Pam1ug+IAV,moDCs,1,44683,2.23799E-05,19_5,3
Nasal Tissue,72,Pam1ug+IAV,Neutrophils,11824,39143,0.30207189,19_6,5
Nasal Tissue,72,Pam1ug+IAV,B-cells,12541,39143,0.320389342,19_6,5
Nasal Tissue,72,Pam1ug+IAV,CD206+ Macrophages,715,39143,0.018266357,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,3716,39143,0.09493396,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Ly6C-CD8+ T-cells,65,39143,0.001660578,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Drop,2546,39143,0.065043558,19_6,5
Nasal Tissue,72,Pam1ug+IAV,CD64+MHCII- Macrophages,526,39143,0.013437907,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Monocytes,1253,39143,0.032010832,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Unknown Myeloid,2661,39143,0.067981504,19_6,5
Nasal Tissue,72,Pam1ug+IAV,pDCs,1189,39143,0.030375802,19_6,5
Nasal Tissue,72,Pam1ug+IAV,CD103+CD4+ T-cells,419,39143,0.01070434,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Ly6C+ NK cells,233,39143,0.005952533,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Ly6C- NK cells,718,39143,0.018342999,19_6,5
Nasal Tissue,72,Pam1ug+IAV,Ly6C+CD8+ T-cells,141,39143,0.003602177,19_6,5
Nasal Tissue,72,Pam1ug+IAV,CD4+ T-cells,546,39143,0.013948854,19_6,5
Nasal Tissue,72,Pam1ug+IAV,cDC1,36,39143,0.000919705,19_6,5
Nasal Tissue,72,Pam1ug+IAV,cDC2,12,39143,0.000306568,19_6,5
Nasal Tissue,72,Pam1ug+IAV,moDCs,2,39143,5.10947E-05,19_6,4
Spleen,72,Saline+IAV,B-cells,62383,113283,0.550682803,19_1,5
Spleen,72,Saline+IAV,Ly6C+CD8+ T-cells,11440,113283,0.100986026,19_1,5
Spleen,72,Saline+IAV,CD4+ T-cells,21794,113283,0.192385442,19_1,5
Spleen,72,Saline+IAV,Ly6C-CD8+ T-cells,4679,113283,0.041303638,19_1,5
Spleen,72,Saline+IAV,Ly6C- NK cells,1749,113283,0.01543921,19_1,5
Spleen,72,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,819,113283,0.007229681,19_1,5
Spleen,72,Saline+IAV,pDCs,908,113283,0.008015324,19_1,5
Spleen,72,Saline+IAV,Drop,2425,113283,0.021406566,19_1,5
Spleen,72,Saline+IAV,CD206+ Macrophages,1772,113283,0.015642241,19_1,5
Spleen,72,Saline+IAV,Unknown Myeloid,781,113283,0.006894238,19_1,5
Spleen,72,Saline+IAV,Ly6C+ NK cells,1063,113283,0.009383579,19_1,5
Spleen,72,Saline+IAV,cDC2,878,113283,0.007750501,19_1,5
Spleen,72,Saline+IAV,Neutrophils,995,113283,0.008783313,19_1,5
Spleen,72,Saline+IAV,cDC1,560,113283,0.004943372,19_1,5
Spleen,72,Saline+IAV,CD103+CD4+ T-cells,741,113283,0.00654114,19_1,5
Spleen,72,Saline+IAV,Monocytes,258,113283,0.002277482,19_1,5
Spleen,72,Saline+IAV,moDCs,10,113283,8.82745E-05,19_1,5
Spleen,72,Saline+IAV,CD64+MHCII- Macrophages,28,113283,0.000247169,19_1,5
Spleen,72,Saline+IAV,B-cells,143314,263154,0.54460126,19_2,6
Spleen,72,Saline+IAV,CD4+ T-cells,51730,263154,0.196576909,19_2,6
Spleen,72,Saline+IAV,Ly6C-CD8+ T-cells,12976,263154,0.04930953,19_2,6
Spleen,72,Saline+IAV,CD103+CD4+ T-cells,2036,263154,0.007736915,19_2,6
Spleen,72,Saline+IAV,Ly6C- NK cells,3267,263154,0.012414784,19_2,6
Spleen,72,Saline+IAV,Ly6C+CD8+ T-cells,33133,263154,0.125907263,19_2,6
Spleen,72,Saline+IAV,CD206+ Macrophages,1786,263154,0.0067869,19_2,6
Spleen,72,Saline+IAV,Ly6C+ NK cells,2550,263154,0.009690143,19_2,6
Spleen,72,Saline+IAV,cDC1,1074,263154,0.00408126,19_2,6
Spleen,72,Saline+IAV,pDCs,1521,263154,0.005779886,19_2,6
Spleen,72,Saline+IAV,Drop,4796,263154,0.01822507,19_2,6
Spleen,72,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,635,263154,0.002413036,19_2,6
Spleen,72,Saline+IAV,Neutrophils,1542,263154,0.005859687,19_2,6
Spleen,72,Saline+IAV,cDC2,1854,263154,0.007045304,19_2,6
Spleen,72,Saline+IAV,Unknown Myeloid,699,263154,0.002656239,19_2,6
Spleen,72,Saline+IAV,Monocytes,190,263154,0.000722011,19_2,6
Spleen,72,Saline+IAV,CD64+MHCII- Macrophages,48,263154,0.000182403,19_2,6
Spleen,72,Saline+IAV,moDCs,3,263154,1.14002E-05,19_2,6
Spleen,72,Hh+IAV,B-cells,156914,297884,0.526762095,19_3,5
Spleen,72,Hh+IAV,CD4+ T-cells,61847,297884,0.207621087,19_3,5
Spleen,72,Hh+IAV,Ly6C+CD8+ T-cells,30463,297884,0.10226464,19_3,5
Spleen,72,Hh+IAV,Ly6C- NK cells,5439,297884,0.018258785,19_3,5
Spleen,72,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,2267,297884,0.007610345,19_3,5
Spleen,72,Hh+IAV,Ly6C+ NK cells,3297,297884,0.011068067,19_3,5
Spleen,72,Hh+IAV,Ly6C-CD8+ T-cells,13321,297884,0.04471875,19_3,5
Spleen,72,Hh+IAV,Drop,5043,297884,0.016929409,19_3,5
Spleen,72,Hh+IAV,Neutrophils,4804,297884,0.016127083,19_3,5
Spleen,72,Hh+IAV,cDC1,1339,297884,0.004495038,19_3,5
Spleen,72,Hh+IAV,CD206+ Macrophages,3258,297884,0.010937143,19_3,5
Spleen,72,Hh+IAV,cDC2,2976,297884,0.009990466,19_3,5
Spleen,72,Hh+IAV,Unknown Myeloid,1555,297884,0.005220153,19_3,5
Spleen,72,Hh+IAV,Monocytes,456,297884,0.001530797,19_3,5
Spleen,72,Hh+IAV,CD103+CD4+ T-cells,2439,297884,0.008187751,19_3,5
Spleen,72,Hh+IAV,pDCs,2291,297884,0.007690913,19_3,5
Spleen,72,Hh+IAV,CD64+MHCII- Macrophages,156,297884,0.000523694,19_3,5
Spleen,72,Hh+IAV,moDCs,19,297884,6.37832E-05,19_3,5
Spleen,72,Hh+IAV,B-cells,104515,199902,0.522831187,19_4,6
Spleen,72,Hh+IAV,Ly6C-CD8+ T-cells,13134,199902,0.065702194,19_4,6
Spleen,72,Hh+IAV,CD4+ T-cells,40069,199902,0.200443217,19_4,6
Spleen,72,Hh+IAV,Drop,3713,199902,0.018574101,19_4,6
Spleen,72,Hh+IAV,Monocytes,629,199902,0.003146542,19_4,6
Spleen,72,Hh+IAV,Neutrophils,2449,199902,0.012251003,19_4,6
Spleen,72,Hh+IAV,Ly6C+CD8+ T-cells,19270,199902,0.096397235,19_4,6
Spleen,72,Hh+IAV,Ly6C- NK cells,3642,199902,0.018218927,19_4,6
Spleen,72,Hh+IAV,cDC1,730,199902,0.003651789,19_4,6
Spleen,72,Hh+IAV,CD103+CD4+ T-cells,1394,199902,0.006973417,19_4,6
Spleen,72,Hh+IAV,Ly6C+ NK cells,2258,199902,0.011295535,19_4,6
Spleen,72,Hh+IAV,pDCs,1316,199902,0.006583226,19_4,6
Spleen,72,Hh+IAV,Unknown Myeloid,1115,199902,0.005577733,19_4,6
Spleen,72,Hh+IAV,cDC2,1350,199902,0.006753309,19_4,6
Spleen,72,Hh+IAV,CD206+ Macrophages,2525,199902,0.012631189,19_4,6
Spleen,72,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,1687,199902,0.008439135,19_4,6
Spleen,72,Hh+IAV,CD64+MHCII- Macrophages,86,199902,0.000430211,19_4,6
Spleen,72,Hh+IAV,moDCs,20,199902,0.000100049,19_4,6
Spleen,72,Pam1ug+IAV,B-cells,116881,233868,0.499773376,19_5,5
Spleen,72,Pam1ug+IAV,Ly6C+CD8+ T-cells,21025,233868,0.089901141,19_5,5
Spleen,72,Pam1ug+IAV,CD4+ T-cells,55503,233868,0.237326184,19_5,5
Spleen,72,Pam1ug+IAV,Ly6C-CD8+ T-cells,12843,233868,0.054915593,19_5,5
Spleen,72,Pam1ug+IAV,cDC2,2527,233868,0.010805241,19_5,5
Spleen,72,Pam1ug+IAV,cDC1,1520,233868,0.006499393,19_5,5
Spleen,72,Pam1ug+IAV,Unknown Myeloid,1573,233868,0.006726016,19_5,5
Spleen,72,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,1871,233868,0.008000239,19_5,5
Spleen,72,Pam1ug+IAV,Drop,4293,233868,0.018356509,19_5,5
Spleen,72,Pam1ug+IAV,CD206+ Macrophages,2375,233868,0.010155301,19_5,5
Spleen,72,Pam1ug+IAV,Ly6C+ NK cells,2552,233868,0.010912138,19_5,5
Spleen,72,Pam1ug+IAV,CD103+CD4+ T-cells,1725,233868,0.007375956,19_5,5
Spleen,72,Pam1ug+IAV,Monocytes,340,233868,0.001453812,19_5,5
Spleen,72,Pam1ug+IAV,Ly6C- NK cells,5126,233868,0.021918347,19_5,5
Spleen,72,Pam1ug+IAV,Neutrophils,1843,233868,0.007880514,19_5,5
Spleen,72,Pam1ug+IAV,CD64+MHCII- Macrophages,56,233868,0.000239451,19_5,5
Spleen,72,Pam1ug+IAV,pDCs,1800,233868,0.007696649,19_5,5
Spleen,72,Pam1ug+IAV,moDCs,15,233868,6.41387E-05,19_5,5
Spleen,72,Pam1ug+IAV,B-cells,69864,128192,0.544995007,19_6,6
Spleen,72,Pam1ug+IAV,Ly6C+CD8+ T-cells,7052,128192,0.055011233,19_6,6
Spleen,72,Pam1ug+IAV,CD4+ T-cells,24627,128192,0.192110272,19_6,6
Spleen,72,Pam1ug+IAV,Ly6C- NK cells,3108,128192,0.024244883,19_6,6
Spleen,72,Pam1ug+IAV,Ly6C-CD8+ T-cells,9806,128192,0.076494633,19_6,6
Spleen,72,Pam1ug+IAV,CD103+CD4+ T-cells,1398,128192,0.010905517,19_6,6
Spleen,72,Pam1ug+IAV,pDCs,1112,128192,0.008674488,19_6,6
Spleen,72,Pam1ug+IAV,Drop,2604,128192,0.02031328,19_6,6
Spleen,72,Pam1ug+IAV,Ly6C+ NK cells,1629,128192,0.012707501,19_6,6
Spleen,72,Pam1ug+IAV,CD206+ Macrophages,2373,128192,0.018511296,19_6,6
Spleen,72,Pam1ug+IAV,cDC1,576,128192,0.00449326,19_6,6
Spleen,72,Pam1ug+IAV,cDC2,745,128192,0.005811595,19_6,6
Spleen,72,Pam1ug+IAV,Neutrophils,838,128192,0.006537069,19_6,6
Spleen,72,Pam1ug+IAV,Unknown Myeloid,1234,128192,0.009626186,19_6,6
Spleen,72,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,791,128192,0.006170432,19_6,6
Spleen,72,Pam1ug+IAV,Monocytes,337,128192,0.002628869,19_6,6
Spleen,72,Pam1ug+IAV,CD64+MHCII- Macrophages,75,128192,0.00058506,19_6,6
Spleen,72,Pam1ug+IAV,moDCs,23,128192,0.000179418,19_6,6
Lung,24,Hh,B-cells,21817,72113,0.302539071,2_1,1
Lung,24,Hh,Ly6C+ NK cells,2182,72113,0.030258067,2_1,1
Lung,24,Hh,Neutrophils,16486,72113,0.228613426,2_1,1
Lung,24,Hh,CD4+ T-cells,11932,72113,0.165462538,2_1,1
Lung,24,Hh,moDCs,1525,72113,0.021147366,2_1,1
Lung,24,Hh,Ly6C- NK cells,3673,72113,0.050933951,2_1,1
Lung,24,Hh,Unknown Myeloid,4637,72113,0.06430186,2_1,1
Lung,24,Hh,cDC1,196,72113,0.002717957,2_1,1
Lung,24,Hh,Drop,2135,72113,0.029606312,2_1,1
Lung,24,Hh,Ly6C+CD8+ T-cells,3077,72113,0.042669144,2_1,1
Lung,24,Hh,Ly6C(hi)CD64(hi) Monocytes,1134,72113,0.01572532,2_1,1
Lung,24,Hh,Monocytes,236,72113,0.003272642,2_1,1
Lung,24,Hh,Ly6C-CD8+ T-cells,1930,72113,0.026763552,2_1,1
Lung,24,Hh,CD103+CD4+ T-cells,265,72113,0.003674788,2_1,1
Lung,24,Hh,CD206+ Macrophages,384,72113,0.005324976,2_1,1
Lung,24,Hh,pDCs,329,72113,0.004562284,2_1,1
Lung,24,Hh,CD64+MHCII- Macrophages,103,72113,0.001428314,2_1,1
Lung,24,Hh,cDC2,72,72113,0.000998433,2_1,1
Lung,24,Hh,Drop,2208,60371,0.036573852,2_2,2
Lung,24,Hh,Unknown Myeloid,3069,60371,0.050835666,2_2,2
Lung,24,Hh,Ly6C+ NK cells,2111,60371,0.03496712,2_2,2
Lung,24,Hh,B-cells,16795,60371,0.278196485,2_2,2
Lung,24,Hh,Ly6C- NK cells,2754,60371,0.045617929,2_2,2
Lung,24,Hh,CD4+ T-cells,9536,60371,0.157956635,2_2,2
Lung,24,Hh,pDCs,727,60371,0.012042206,2_2,2
Lung,24,Hh,Ly6C(hi)CD64(hi) Monocytes,1308,60371,0.021666032,2_2,2
Lung,24,Hh,Neutrophils,13700,60371,0.226930149,2_2,2
Lung,24,Hh,Ly6C+CD8+ T-cells,3079,60371,0.051001309,2_2,2
Lung,24,Hh,Ly6C-CD8+ T-cells,1817,60371,0.030097232,2_2,2
Lung,24,Hh,cDC2,156,60371,0.002584022,2_2,2
Lung,24,Hh,moDCs,1064,60371,0.017624356,2_2,2
Lung,24,Hh,CD103+CD4+ T-cells,678,60371,0.011230558,2_2,2
Lung,24,Hh,CD206+ Macrophages,463,60371,0.007669245,2_2,2
Lung,24,Hh,cDC1,509,60371,0.0084312,2_2,2
Lung,24,Hh,Monocytes,279,60371,0.004621424,2_2,2
Lung,24,Hh,CD64+MHCII- Macrophages,118,60371,0.001954581,2_2,2
Lung,24,Hh,B-cells,9858,55890,0.176382179,2_3,3
Lung,24,Hh,Unknown Myeloid,3153,55890,0.056414385,2_3,3
Lung,24,Hh,Ly6C-CD8+ T-cells,1999,55890,0.035766685,2_3,3
Lung,24,Hh,Neutrophils,18972,55890,0.339452496,2_3,3
Lung,24,Hh,CD4+ T-cells,8264,55890,0.147861872,2_3,3
Lung,24,Hh,Drop,1848,55890,0.033064949,2_3,3
Lung,24,Hh,Ly6C+CD8+ T-cells,2479,55890,0.044354983,2_3,3
Lung,24,Hh,Ly6C(hi)CD64(hi) Monocytes,2233,55890,0.03995348,2_3,3
Lung,24,Hh,Ly6C- NK cells,2247,55890,0.040203972,2_3,3
Lung,24,Hh,CD103+CD4+ T-cells,816,55890,0.014600107,2_3,3
Lung,24,Hh,cDC1,251,55890,0.004490964,2_3,3
Lung,24,Hh,Monocytes,264,55890,0.004723564,2_3,3
Lung,24,Hh,moDCs,791,55890,0.0141528,2_3,3
Lung,24,Hh,Ly6C+ NK cells,1431,55890,0.025603865,2_3,3
Lung,24,Hh,CD206+ Macrophages,420,55890,0.007514761,2_3,3
Lung,24,Hh,cDC2,146,55890,0.002612274,2_3,3
Lung,24,Hh,CD64+MHCII- Macrophages,265,55890,0.004741456,2_3,3
Lung,24,Hh,pDCs,453,55890,0.008105207,2_3,3
Lung,24,Pam1ug,Neutrophils,32875,68048,0.48311486,2_4,4
Lung,24,Pam1ug,Ly6C- NK cells,1808,68048,0.02656948,2_4,4
Lung,24,Pam1ug,B-cells,9969,68048,0.14649953,2_4,4
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,1650,68048,0.02424759,2_4,4
Lung,24,Pam1ug,Unknown Myeloid,2649,68048,0.038928403,2_4,4
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,1449,68048,0.021293793,2_4,4
Lung,24,Pam1ug,CD206+ Macrophages,642,68048,0.009434517,2_4,4
Lung,24,Pam1ug,cDC1,342,68048,0.005025864,2_4,4
Lung,24,Pam1ug,Ly6C+ NK cells,1263,68048,0.018560428,2_4,4
Lung,24,Pam1ug,CD4+ T-cells,7738,68048,0.113713849,2_4,4
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2544,68048,0.037385375,2_4,4
Lung,24,Pam1ug,pDCs,371,68048,0.005452034,2_4,4
Lung,24,Pam1ug,CD103+CD4+ T-cells,938,68048,0.013784387,2_4,4
Lung,24,Pam1ug,moDCs,1142,68048,0.016782271,2_4,4
Lung,24,Pam1ug,CD64+MHCII- Macrophages,585,68048,0.008596873,2_4,4
Lung,24,Pam1ug,Drop,1546,68048,0.022719257,2_4,4
Lung,24,Pam1ug,Monocytes,315,68048,0.004629085,2_4,4
Lung,24,Pam1ug,cDC2,222,68048,0.003262403,2_4,4
Lung,24,Pam1ug,Neutrophils,31603,79166,0.399199151,2_5,5
Lung,24,Pam1ug,B-cells,14589,79166,0.184283657,2_5,5
Lung,24,Pam1ug,CD4+ T-cells,10458,79166,0.132102165,2_5,5
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1741,79166,0.021991764,2_5,5
Lung,24,Pam1ug,Unknown Myeloid,4308,79166,0.0544173,2_5,5
Lung,24,Pam1ug,Drop,2005,79166,0.025326529,2_5,5
Lung,24,Pam1ug,Ly6C+ NK cells,1814,79166,0.022913877,2_5,5
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,3204,79166,0.04047192,2_5,5
Lung,24,Pam1ug,CD206+ Macrophages,446,79166,0.005633732,2_5,5
Lung,24,Pam1ug,pDCs,608,79166,0.007680065,2_5,5
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,2053,79166,0.02593285,2_5,5
Lung,24,Pam1ug,Ly6C- NK cells,3398,79166,0.042922467,2_5,5
Lung,24,Pam1ug,CD103+CD4+ T-cells,724,79166,0.00914534,2_5,5
Lung,24,Pam1ug,moDCs,1259,79166,0.015903292,2_5,5
Lung,24,Pam1ug,Monocytes,324,79166,0.004092666,2_5,5
Lung,24,Pam1ug,CD64+MHCII- Macrophages,182,79166,0.002298967,2_5,5
Lung,24,Pam1ug,cDC2,178,79166,0.00224844,2_5,5
Lung,24,Pam1ug,cDC1,272,79166,0.003435818,2_5,5
Lung,24,Pam1ug,B-cells,11610,44660,0.259964174,2_6,6
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1219,44660,0.027295119,2_6,6
Lung,24,Pam1ug,Neutrophils,10782,44660,0.241424093,2_6,6
Lung,24,Pam1ug,Drop,1732,44660,0.038781908,2_6,6
Lung,24,Pam1ug,CD4+ T-cells,6933,44660,0.155239588,2_6,6
Lung,24,Pam1ug,Unknown Myeloid,3145,44660,0.070420958,2_6,6
Lung,24,Pam1ug,Ly6C- NK cells,2489,44660,0.055732199,2_6,6
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,1577,44660,0.03531124,2_6,6
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,1697,44660,0.037998209,2_6,6
Lung,24,Pam1ug,CD103+CD4+ T-cells,438,44660,0.009807434,2_6,6
Lung,24,Pam1ug,Ly6C+ NK cells,1293,44660,0.028952082,2_6,6
Lung,24,Pam1ug,moDCs,759,44660,0.016995074,2_6,6
Lung,24,Pam1ug,Monocytes,192,44660,0.004299149,2_6,6
Lung,24,Pam1ug,CD206+ Macrophages,234,44660,0.005239588,2_6,6
Lung,24,Pam1ug,pDCs,228,44660,0.00510524,2_6,6
Lung,24,Pam1ug,cDC1,124,44660,0.002776534,2_6,6
Lung,24,Pam1ug,CD64+MHCII- Macrophages,154,44660,0.003448276,2_6,6
Lung,24,Pam1ug,cDC2,54,44660,0.001209136,2_6,6
Nasal Tissue,24,Hh,Ly6C- NK cells,641,28901,0.022179163,2_1,1
Nasal Tissue,24,Hh,B-cells,13062,28901,0.45195668,2_1,1
Nasal Tissue,24,Hh,Neutrophils,8911,28901,0.308328432,2_1,1
Nasal Tissue,24,Hh,Ly6C(hi)CD64(hi) Monocytes,1779,28901,0.061554963,2_1,1
Nasal Tissue,24,Hh,Unknown Myeloid,834,28901,0.028857133,2_1,1
Nasal Tissue,24,Hh,CD206+ Macrophages,453,28901,0.015674198,2_1,1
Nasal Tissue,24,Hh,Drop,1437,28901,0.049721463,2_1,1
Nasal Tissue,24,Hh,CD4+ T-cells,314,28901,0.010864676,2_1,1
Nasal Tissue,24,Hh,CD64+MHCII- Macrophages,240,28901,0.008304211,2_1,1
Nasal Tissue,24,Hh,Ly6C+CD8+ T-cells,157,28901,0.005432338,2_1,1
Nasal Tissue,24,Hh,Ly6C+ NK cells,152,28901,0.005259334,2_1,1
Nasal Tissue,24,Hh,Monocytes,181,28901,0.006262759,2_1,1
Nasal Tissue,24,Hh,CD103+CD4+ T-cells,130,28901,0.004498114,2_1,1
Nasal Tissue,24,Hh,pDCs,470,28901,0.016262413,2_1,1
Nasal Tissue,24,Hh,Ly6C-CD8+ T-cells,91,28901,0.00314868,2_1,1
Nasal Tissue,24,Hh,cDC1,27,28901,0.000934224,2_1,1
Nasal Tissue,24,Hh,cDC2,19,28901,0.000657417,2_1,1
Nasal Tissue,24,Hh,moDCs,3,28901,0.000103803,2_1,1
Nasal Tissue,24,Hh,B-cells,11450,23434,0.488606299,2_2,2
Nasal Tissue,24,Hh,Ly6C(hi)CD64(hi) Monocytes,1285,23434,0.054834855,2_2,2
Nasal Tissue,24,Hh,Neutrophils,6683,23434,0.285183921,2_2,2
Nasal Tissue,24,Hh,Ly6C- NK cells,382,23434,0.016301101,2_2,2
Nasal Tissue,24,Hh,Unknown Myeloid,705,23434,0.030084493,2_2,2
Nasal Tissue,24,Hh,Drop,1176,23434,0.050183494,2_2,2
Nasal Tissue,24,Hh,Monocytes,286,23434,0.012204489,2_2,2
Nasal Tissue,24,Hh,CD4+ T-cells,266,23434,0.011351028,2_2,2
Nasal Tissue,24,Hh,pDCs,388,23434,0.016557139,2_2,2
Nasal Tissue,24,Hh,CD103+CD4+ T-cells,65,23434,0.002773748,2_2,2
Nasal Tissue,24,Hh,CD206+ Macrophages,257,23434,0.010966971,2_2,2
Nasal Tissue,24,Hh,Ly6C+ NK cells,139,23434,0.005931552,2_2,2
Nasal Tissue,24,Hh,Ly6C+CD8+ T-cells,145,23434,0.006187591,2_2,2
Nasal Tissue,24,Hh,cDC1,24,23434,0.001024153,2_2,2
Nasal Tissue,24,Hh,Ly6C-CD8+ T-cells,84,23434,0.003584535,2_2,2
Nasal Tissue,24,Hh,moDCs,16,23434,0.000682769,2_2,2
