Tissue,Timepoint,Treatment,Cell_ID,Total_idPerSample,Total_evtsPerSample,Proportion_idPerSample,For_Vlookup,Sample_ID
Spleen,144,Saline+IAV+NTHi,Ly6C- NK cells,1569,73813,0.021256418,40_1,5
Spleen,144,Saline+IAV+NTHi,Monocytes,364,73813,0.004931381,40_1,5
Spleen,144,Saline+IAV+NTHi,cDC1,333,73813,0.0045114,40_1,5
Spleen,144,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,276,73813,0.003739179,40_1,5
Spleen,144,Saline+IAV+NTHi,Unknown Myeloid,638,73813,0.008643464,40_1,5
Spleen,144,Saline+IAV+NTHi,CD103+CD4+ T-cells,540,73813,0.007315784,40_1,5
Spleen,144,Saline+IAV+NTHi,Ly6C+ NK cells,456,73813,0.006177774,40_1,5
Spleen,144,Saline+IAV+NTHi,moDCs,12,73813,0.000162573,40_1,5
Spleen,144,Saline+IAV+NTHi,CD64+MHCII- Macrophages,3,73813,4.06432E-05,40_1,5
Spleen,144,Saline+IAV+NTHi,B-cells,45542,95198,0.478392403,40_2,6
Spleen,144,Saline+IAV+NTHi,CD4+ T-cells,21460,95198,0.225424904,40_2,6
Spleen,144,Saline+IAV+NTHi,CD206+ Macrophages,896,95198,0.009411962,40_2,6
Spleen,144,Saline+IAV+NTHi,Ly6C+ NK cells,772,95198,0.008109414,40_2,6
Spleen,144,Saline+IAV+NTHi,Ly6C+CD8+ T-cells,10497,95198,0.110264922,40_2,6
Spleen,144,Saline+IAV+NTHi,Ly6C-CD8+ T-cells,4905,95198,0.051524192,40_2,6
Spleen,144,Saline+IAV+NTHi,cDC2,727,95198,0.007636715,40_2,6
Spleen,144,Saline+IAV+NTHi,Neutrophils,3782,95198,0.039727725,40_2,6
Spleen,144,Saline+IAV+NTHi,Monocytes,441,95198,0.00463245,40_2,6
Spleen,144,Saline+IAV+NTHi,Unknown Myeloid,795,95198,0.008351016,40_2,6
Spleen,144,Saline+IAV+NTHi,Ly6C- NK cells,1886,95198,0.019811341,40_2,6
Spleen,144,Saline+IAV+NTHi,pDCs,394,95198,0.004138742,40_2,6
Spleen,144,Saline+IAV+NTHi,Drop,1633,95198,0.017153722,40_2,6
Spleen,144,Saline+IAV+NTHi,cDC1,370,95198,0.003886636,40_2,6
Spleen,144,Saline+IAV+NTHi,CD103+CD4+ T-cells,786,95198,0.008256476,40_2,6
Spleen,144,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,273,95198,0.002867707,40_2,6
Spleen,144,Saline+IAV+NTHi,moDCs,29,95198,0.000304628,40_2,6
Spleen,144,Saline+IAV+NTHi,CD64+MHCII- Macrophages,10,95198,0.000105044,40_2,6
Spleen,144,Hh+IAV+NTHi,B-cells,37964,75918,0.500065861,40_3,5
Spleen,144,Hh+IAV+NTHi,Unknown Myeloid,789,75918,0.010392792,40_3,5
Spleen,144,Hh+IAV+NTHi,pDCs,669,75918,0.008812139,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,8121,75918,0.106970679,40_3,5
Spleen,144,Hh+IAV+NTHi,Monocytes,464,75918,0.006111858,40_3,5
Spleen,144,Hh+IAV+NTHi,CD4+ T-cells,14194,75918,0.186964883,40_3,5
Spleen,144,Hh+IAV+NTHi,Drop,1519,75918,0.02000843,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C- NK cells,2924,75918,0.03851524,40_3,5
Spleen,144,Hh+IAV+NTHi,CD206+ Macrophages,1041,75918,0.013712163,40_3,5
Spleen,144,Hh+IAV+NTHi,cDC1,457,75918,0.006019653,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,2676,75918,0.035248558,40_3,5
Spleen,144,Hh+IAV+NTHi,cDC2,667,75918,0.008785795,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C+ NK cells,1191,75918,0.015687979,40_3,5
Spleen,144,Hh+IAV+NTHi,Neutrophils,2288,75918,0.03013778,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,340,75918,0.004478516,40_3,5
Spleen,144,Hh+IAV+NTHi,CD103+CD4+ T-cells,574,75918,0.007560789,40_3,5
Spleen,144,Hh+IAV+NTHi,moDCs,33,75918,0.00043468,40_3,5
Spleen,144,Hh+IAV+NTHi,CD64+MHCII- Macrophages,7,75918,9.22047E-05,40_3,5
Spleen,144,Hh+IAV+NTHi,Ly6C- NK cells,2402,113177,0.021223393,40_4,6
Spleen,144,Hh+IAV+NTHi,CD4+ T-cells,25172,113177,0.222412681,40_4,6
Spleen,144,Hh+IAV+NTHi,B-cells,57155,113177,0.505005434,40_4,6
Spleen,144,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,12356,113177,0.109174125,40_4,6
Spleen,144,Hh+IAV+NTHi,Unknown Myeloid,911,113177,0.008049339,40_4,6
Spleen,144,Hh+IAV+NTHi,Drop,2248,113177,0.019862693,40_4,6
Spleen,144,Hh+IAV+NTHi,cDC1,385,113177,0.003401751,40_4,6
Spleen,144,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,5751,113177,0.050814211,40_4,6
Spleen,144,Hh+IAV+NTHi,Monocytes,530,113177,0.00468293,40_4,6
Spleen,144,Hh+IAV+NTHi,pDCs,524,113177,0.004629916,40_4,6
Spleen,144,Hh+IAV+NTHi,CD103+CD4+ T-cells,845,113177,0.007466181,40_4,6
Spleen,144,Hh+IAV+NTHi,cDC2,685,113177,0.006052466,40_4,6
Spleen,144,Hh+IAV+NTHi,Ly6C+ NK cells,1382,113177,0.012210962,40_4,6
Spleen,144,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,316,113177,0.002792087,40_4,6
Spleen,144,Hh+IAV+NTHi,CD206+ Macrophages,1242,113177,0.010973961,40_4,6
Spleen,144,Hh+IAV+NTHi,Neutrophils,1224,113177,0.010814918,40_4,6
Spleen,144,Hh+IAV+NTHi,CD64+MHCII- Macrophages,19,113177,0.000167879,40_4,6
Spleen,144,Hh+IAV+NTHi,moDCs,30,113177,0.000265072,40_4,6
Spleen,144,Pam1ug+IAV+NTHi,B-cells,55792,125998,0.442800679,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Neutrophils,3256,125998,0.02584168,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,CD4+ T-cells,31654,125998,0.25122621,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,12916,125998,0.102509564,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Ly6C- NK cells,3288,125998,0.026095652,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,1243,125998,0.009865236,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,7785,125998,0.061786695,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,cDC2,1410,125998,0.011190654,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Drop,2179,125998,0.017293925,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,cDC1,689,125998,0.005468341,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,736,125998,0.005841363,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,CD206+ Macrophages,1023,125998,0.008119176,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Monocytes,890,125998,0.007063604,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Unknown Myeloid,1263,125998,0.010023969,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,pDCs,964,125998,0.007650915,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,Ly6C+ NK cells,880,125998,0.006984238,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,moDCs,16,125998,0.000126986,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,14,125998,0.000111113,40_5,5
Spleen,144,Pam1ug+IAV+NTHi,B-cells,66401,143457,0.462863436,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,CD4+ T-cells,32089,143457,0.223683752,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,7327,143457,0.051074538,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Drop,2857,143457,0.019915375,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Neutrophils,4199,143457,0.029270095,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,15302,143457,0.106666109,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,1583,143457,0.011034665,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,CD206+ Macrophages,1869,143457,0.013028294,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,pDCs,953,143457,0.006643106,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Ly6C+ NK cells,1975,143457,0.013767192,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Ly6C- NK cells,3923,143457,0.027346173,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Unknown Myeloid,1346,143457,0.009382602,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,723,143457,0.005039838,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,cDC2,1133,143457,0.007897837,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,cDC1,628,143457,0.004377618,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,Monocytes,1091,143457,0.007605066,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,moDCs,40,143457,0.000278829,40_6,6
Spleen,144,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,18,143457,0.000125473,40_6,6
Lung,144,Saline+NTHi,B-cells,19008,41745,0.455335968,41_1,5
Lung,144,Saline+NTHi,CD4+ T-cells,6338,41745,0.151826566,41_1,5
Lung,144,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,812,41745,0.019451431,41_1,5
Lung,144,Saline+NTHi,Ly6C- NK cells,2422,41745,0.058018924,41_1,5
Lung,144,Saline+NTHi,cDC1,194,41745,0.004647263,41_1,5
Lung,144,Saline+NTHi,Ly6C+CD8+ T-cells,2479,41745,0.059384357,41_1,5
Lung,144,Saline+NTHi,Unknown Myeloid,1550,41745,0.037130195,41_1,5
Lung,144,Saline+NTHi,pDCs,329,41745,0.007881183,41_1,5
Lung,144,Saline+NTHi,moDCs,872,41745,0.020888729,41_1,5
Lung,144,Saline+NTHi,Ly6C-CD8+ T-cells,1320,41745,0.031620553,41_1,5
Lung,144,Saline+NTHi,Ly6C+ NK cells,2203,41745,0.052772787,41_1,5
Lung,144,Saline+NTHi,Drop,1920,41745,0.045993532,41_1,5
Lung,144,Saline+NTHi,Neutrophils,648,41745,0.015522817,41_1,5
Lung,144,Saline+NTHi,Monocytes,890,41745,0.021319919,41_1,5
Lung,144,Saline+NTHi,CD206+ Macrophages,267,41745,0.006395976,41_1,5
Lung,144,Saline+NTHi,CD103+CD4+ T-cells,415,41745,0.00994131,41_1,5
Lung,144,Saline+NTHi,cDC2,49,41745,0.001173793,41_1,5
Lung,144,Saline+NTHi,CD64+MHCII- Macrophages,29,41745,0.000694694,41_1,5
Lung,144,Saline+NTHi,CD4+ T-cells,8329,36266,0.229664148,41_2,6
Lung,144,Saline+NTHi,B-cells,10359,36266,0.285639442,41_2,6
Lung,144,Saline+NTHi,Ly6C+ NK cells,2329,36266,0.064219931,41_2,6
Lung,144,Saline+NTHi,Drop,2265,36266,0.062455192,41_2,6
Lung,144,Saline+NTHi,Unknown Myeloid,1509,36266,0.041609221,41_2,6
Lung,144,Saline+NTHi,Ly6C+CD8+ T-cells,2842,36266,0.078365411,41_2,6
Lung,144,Saline+NTHi,Ly6C-CD8+ T-cells,2499,36266,0.068907517,41_2,6
Lung,144,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,615,36266,0.016958032,41_2,6
Lung,144,Saline+NTHi,CD206+ Macrophages,148,36266,0.004080957,41_2,6
Lung,144,Saline+NTHi,Ly6C- NK cells,2287,36266,0.063061821,41_2,6
Lung,144,Saline+NTHi,pDCs,268,36266,0.007389842,41_2,6
Lung,144,Saline+NTHi,moDCs,886,36266,0.024430596,41_2,6
Lung,144,Saline+NTHi,Neutrophils,583,36266,0.016075663,41_2,6
Lung,144,Saline+NTHi,cDC2,34,36266,0.000937517,41_2,6
Lung,144,Saline+NTHi,CD103+CD4+ T-cells,377,36266,0.010395412,41_2,6
Lung,144,Saline+NTHi,Monocytes,742,36266,0.020459935,41_2,6
Lung,144,Saline+NTHi,cDC1,171,36266,0.00471516,41_2,6
Lung,144,Saline+NTHi,CD64+MHCII- Macrophages,23,36266,0.000634203,41_2,6
Lung,144,Hh+NTHi,CD4+ T-cells,8795,45647,0.192674217,41_3,5
Lung,144,Hh+NTHi,B-cells,15877,45647,0.347821325,41_3,5
Lung,144,Hh+NTHi,Ly6C+ NK cells,2866,45647,0.062786163,41_3,5
Lung,144,Hh+NTHi,Ly6C-CD8+ T-cells,1706,45647,0.03737376,41_3,5
Lung,144,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,788,45647,0.017262909,41_3,5
Lung,144,Hh+NTHi,Drop,2253,45647,0.049357022,41_3,5
Lung,144,Hh+NTHi,Ly6C+CD8+ T-cells,3064,45647,0.067123798,41_3,5
Lung,144,Hh+NTHi,Unknown Myeloid,2019,45647,0.044230727,41_3,5
Lung,144,Hh+NTHi,Neutrophils,1217,45647,0.026661117,41_3,5
Lung,144,Hh+NTHi,CD206+ Macrophages,351,45647,0.007689443,41_3,5
Lung,144,Hh+NTHi,CD103+CD4+ T-cells,621,45647,0.013604399,41_3,5
Lung,144,Hh+NTHi,Ly6C- NK cells,2979,45647,0.065261682,41_3,5
Lung,144,Hh+NTHi,cDC1,303,45647,0.006637895,41_3,5
Lung,144,Hh+NTHi,pDCs,310,45647,0.006791246,41_3,5
Lung,144,Hh+NTHi,moDCs,1495,45647,0.032751331,41_3,5
Lung,144,Hh+NTHi,Monocytes,905,45647,0.019826056,41_3,5
Lung,144,Hh+NTHi,cDC2,59,45647,0.001292527,41_3,5
Lung,144,Hh+NTHi,CD64+MHCII- Macrophages,39,45647,0.000854383,41_3,5
Lung,144,Hh+NTHi,CD4+ T-cells,8503,42155,0.201707982,41_4,6
Lung,144,Hh+NTHi,Ly6C+CD8+ T-cells,2843,42155,0.067441585,41_4,6
Lung,144,Hh+NTHi,B-cells,15307,42155,0.363112324,41_4,6
Lung,144,Hh+NTHi,Unknown Myeloid,1594,42155,0.037812834,41_4,6
Lung,144,Hh+NTHi,Neutrophils,514,42155,0.012193097,41_4,6
Lung,144,Hh+NTHi,Ly6C-CD8+ T-cells,1796,42155,0.042604673,41_4,6
Lung,144,Hh+NTHi,Ly6C+ NK cells,2378,42155,0.056410865,41_4,6
Lung,144,Hh+NTHi,Ly6C- NK cells,2488,42155,0.059020282,41_4,6
Lung,144,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,1275,42155,0.030245522,41_4,6
Lung,144,Hh+NTHi,Drop,2415,42155,0.057288578,41_4,6
Lung,144,Hh+NTHi,CD103+CD4+ T-cells,710,42155,0.016842605,41_4,6
Lung,144,Hh+NTHi,pDCs,545,42155,0.012928478,41_4,6
Lung,144,Hh+NTHi,Monocytes,714,42155,0.016937493,41_4,6
Lung,144,Hh+NTHi,CD206+ Macrophages,224,42155,0.005313723,41_4,6
Lung,144,Hh+NTHi,moDCs,436,42155,0.010342783,41_4,6
Lung,144,Hh+NTHi,cDC2,38,42155,0.000901435,41_4,6
Lung,144,Hh+NTHi,CD64+MHCII- Macrophages,93,42155,0.002206144,41_4,6
Lung,144,Hh+NTHi,cDC1,282,42155,0.006689598,41_4,6
Lung,144,Pam1ug+NTHi,B-cells,8724,21096,0.413538111,41_5,5
Lung,144,Pam1ug+NTHi,Ly6C+CD8+ T-cells,1083,21096,0.051336746,41_5,5
Lung,144,Pam1ug+NTHi,Neutrophils,309,21096,0.014647327,41_5,5
Lung,144,Pam1ug+NTHi,Ly6C+ NK cells,1107,21096,0.052474403,41_5,5
Lung,144,Pam1ug+NTHi,Unknown Myeloid,1241,21096,0.058826318,41_5,5
Lung,144,Pam1ug+NTHi,CD4+ T-cells,3090,21096,0.146473265,41_5,5
Lung,144,Pam1ug+NTHi,Ly6C-CD8+ T-cells,766,21096,0.036310201,41_5,5
Lung,144,Pam1ug+NTHi,CD206+ Macrophages,125,21096,0.005925294,41_5,5
Lung,144,Pam1ug+NTHi,Drop,1199,21096,0.056835419,41_5,5
Lung,144,Pam1ug+NTHi,Ly6C- NK cells,1244,21096,0.058968525,41_5,5
Lung,144,Pam1ug+NTHi,moDCs,543,21096,0.025739477,41_5,5
Lung,144,Pam1ug+NTHi,CD103+CD4+ T-cells,162,21096,0.007679181,41_5,5
Lung,144,Pam1ug+NTHi,cDC1,116,21096,0.005498673,41_5,5
Lung,144,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,509,21096,0.024127797,41_5,5
Lung,144,Pam1ug+NTHi,Monocytes,652,21096,0.030906333,41_5,5
Lung,144,Pam1ug+NTHi,pDCs,181,21096,0.008579826,41_5,5
Lung,144,Pam1ug+NTHi,CD64+MHCII- Macrophages,10,21096,0.000474024,41_5,5
Lung,144,Pam1ug+NTHi,cDC2,35,21096,0.001659082,41_5,5
Lung,144,Pam1ug+NTHi,CD4+ T-cells,5209,27350,0.190457038,41_6,6
Lung,144,Pam1ug+NTHi,B-cells,8316,27350,0.304058501,41_6,6
