Tissue,Timepoint,Treatment,Cell_ID,mean_Proportion_idPerSample,sem_Proportion_idPerSample
Nasal Tissue,48,Saline+IAV,Unknown Myeloid,0.041699556666666665,0.006536643012686919
Nasal Tissue,48,Saline+IAV,cDC1,0.001177324,2.2824207356853966e-4
Nasal Tissue,48,Saline+IAV,cDC2,5.972315e-4,2.6216732781120286e-5
Nasal Tissue,48,Saline+IAV,moDCs,1.18998125e-4,5.259785382993897e-5
Nasal Tissue,48,Saline+IAV,pDCs,0.0171715025,0.001061459046726431
Nasal Tissue,48,Saline+IAV+NTHi,B-cells,0.461781992,0.04053578543041926
Nasal Tissue,48,Saline+IAV+NTHi,CD103+CD4+ T-cells,0.0036792651666666667,5.764656742842784e-4
Nasal Tissue,48,Saline+IAV+NTHi,CD206+ Macrophages,0.018577693833333332,0.004070872549514641
Nasal Tissue,48,Saline+IAV+NTHi,CD4+ T-cells,0.0109417095,0.002152872781876142
Nasal Tissue,48,Saline+IAV+NTHi,CD64+MHCII- Macrophages,0.003538356,0.0011982457851880532
Nasal Tissue,48,Saline+IAV+NTHi,Drop,0.06052584666666667,0.0036334637148857625
Nasal Tissue,48,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.05070334466666667,0.006057954233090001
Nasal Tissue,48,Saline+IAV+NTHi,Ly6C+ NK cells,0.0035265588333333333,4.214421606550866e-4
Nasal Tissue,48,Saline+IAV+NTHi,Ly6C+CD8+ T-cells,0.0029973736666666665,0.00045807792745111736
Nasal Tissue,48,Saline+IAV+NTHi,Ly6C- NK cells,0.016080123333333335,5.290387622192833e-4
Nasal Tissue,48,Saline+IAV+NTHi,Ly6C-CD8+ T-cells,0.002402443833333333,4.566982936612468e-4
Nasal Tissue,48,Saline+IAV+NTHi,Monocytes,0.031146840500000002,0.004260141783123975
Nasal Tissue,48,Saline+IAV+NTHi,Neutrophils,0.2733735058333333,0.04090462270007982
Nasal Tissue,48,Saline+IAV+NTHi,Unknown Myeloid,0.041699556666666665,0.006536643012686919
Nasal Tissue,48,Saline+IAV+NTHi,cDC1,0.001177324,2.2824207356853966e-4
Nasal Tissue,48,Saline+IAV+NTHi,cDC2,5.972315e-4,2.6216732781120286e-5
Nasal Tissue,48,Saline+IAV+NTHi,moDCs,1.18998125e-4,5.259785382993897e-5
Nasal Tissue,48,Saline+IAV+NTHi,pDCs,0.0171715025,0.001061459046726431
Nasal Tissue,48,Saline+NTHi,B-cells,0.5293730173333333,0.02650998445219505
Nasal Tissue,48,Saline+NTHi,CD103+CD4+ T-cells,0.0033092001666666666,0.0010219022122272242
Nasal Tissue,48,Saline+NTHi,CD206+ Macrophages,0.016549041333333334,0.004335614969119857
Nasal Tissue,48,Saline+NTHi,CD4+ T-cells,0.0154972815,0.005860364165893328
Nasal Tissue,48,Saline+NTHi,CD64+MHCII- Macrophages,0.003604286,0.0014107859426127222
Nasal Tissue,48,Saline+NTHi,Drop,0.05649934783333333,0.001912589364766545
Nasal Tissue,48,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.040363700333333336,0.0036649713610324036
Nasal Tissue,48,Saline+NTHi,Ly6C+ NK cells,0.0036292016666666666,6.336793514215565e-4
Nasal Tissue,48,Saline+NTHi,Ly6C+CD8+ T-cells,0.0037311723333333336,0.0010091293984057963
Nasal Tissue,48,Saline+NTHi,Ly6C- NK cells,0.016133840833333333,0.0015860416443455162
Nasal Tissue,48,Saline+NTHi,Ly6C-CD8+ T-cells,0.0030959576666666666,0.0012463558622427134
Nasal Tissue,48,Saline+NTHi,Monocytes,0.025375334,0.0022276616473257934
Nasal Tissue,48,Saline+NTHi,Neutrophils,0.23153944983333333,0.02299305298883819
Nasal Tissue,48,Saline+NTHi,Unknown Myeloid,0.034709973666666664,0.0059927175391836255
Nasal Tissue,48,Saline+NTHi,cDC1,9.791765e-4,2.5468935664828377e-4
Nasal Tissue,48,Saline+NTHi,cDC2,6.234191666666666e-4,1.5647788587026533e-4
Nasal Tissue,48,Saline+NTHi,moDCs,1.4530396e-4,5.109203135990582e-5
Nasal Tissue,48,Saline+NTHi,pDCs,0.014865513666666667,7.38500122248587e-4
Nasal Tissue,72,Hh,B-cells,0.4585461046666667,0.036699563051878485
Nasal Tissue,72,Hh,CD103+CD4+ T-cells,0.009337005666666667,0.002369802274837062
Nasal Tissue,72,Hh,CD206+ Macrophages,0.0175844775,0.0033448496168374123
Nasal Tissue,72,Hh,CD4+ T-cells,0.025572955166666668,0.005085032268734922
Nasal Tissue,72,Hh,CD64+MHCII- Macrophages,0.005764335666666667,0.0016340423104224623
Nasal Tissue,72,Hh,Drop,0.05605565416666666,0.0017357384952839414
Nasal Tissue,72,Hh,Ly6C(hi)CD64(hi) Monocytes,0.05682259116666667,0.007350751434642518
Nasal Tissue,72,Hh,Ly6C+ NK cells,0.004874326666666666,9.510429359576663e-4
Nasal Tissue,72,Hh,Ly6C+CD8+ T-cells,0.005377156,8.2617208260729e-4
Nasal Tissue,72,Hh,Ly6C- NK cells,0.017267337166666667,0.001935029263032292
Nasal Tissue,72,Hh,Ly6C-CD8+ T-cells,0.003992030000000001,9.256182206990455e-4
Nasal Tissue,72,Hh,Monocytes,0.022341200166666665,0.0031217151153355147
Nasal Tissue,72,Hh,Neutrophils,0.24789058149999998,0.03826255630751475
Nasal Tissue,72,Hh,Unknown Myeloid,0.04221387483333333,0.006598095626434966
Nasal Tissue,72,Hh,cDC1,0.0026922558333333335,8.379809962541084e-4
Nasal Tissue,72,Hh,cDC2,5.894516666666667e-4,1.4851434050503151e-4
Nasal Tissue,72,Hh,moDCs,1.227665e-4,3.954312113548954e-5
Nasal Tissue,72,Hh,pDCs,0.022976356833333333,0.002329016989802428
Nasal Tissue,72,Hh+IAV,B-cells,0.477868537,0.038654944583177656
Nasal Tissue,72,Hh+IAV,CD103+CD4+ T-cells,0.0068087051666666665,0.0019162074843459137
Nasal Tissue,72,Hh+IAV,CD206+ Macrophages,0.0168828555,0.0033322583799984934
Nasal Tissue,72,Hh+IAV,CD4+ T-cells,0.03203283183333333,0.013785409475336
Nasal Tissue,72,Hh+IAV,CD64+MHCII- Macrophages,0.005749223166666667,0.0023624613757008664
Nasal Tissue,72,Hh+IAV,Drop,0.05392684033333333,0.0056507262437019
Nasal Tissue,72,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,0.051624452333333334,0.005281605581125085
Nasal Tissue,72,Hh+IAV,Ly6C+ NK cells,0.0043644316666666665,6.213015854856463e-4
Nasal Tissue,72,Hh+IAV,Ly6C+CD8+ T-cells,0.006409776666666667,0.002206237335386165
Nasal Tissue,72,Hh+IAV,Ly6C- NK cells,0.011630184666666666,0.0014835708993740896
Nasal Tissue,72,Hh+IAV,Ly6C-CD8+ T-cells,0.003389116666666667,0.0010983099823083848
Nasal Tissue,72,Hh+IAV,Monocytes,0.029170031666666665,0.003740566023259303
Nasal Tissue,72,Hh+IAV,Neutrophils,0.2475169965,0.045839764254328313
Nasal Tissue,72,Hh+IAV,Unknown Myeloid,0.030861544166666664,0.0037572624539205265
Nasal Tissue,72,Hh+IAV,cDC1,0.0011452693333333333,1.7009705175294616e-4
Nasal Tissue,72,Hh+IAV,cDC2,1.4204078333333333e-4,3.196942104720714e-5
Nasal Tissue,72,Hh+IAV,moDCs,1.2101852e-4,4.9617401619990136e-5
Nasal Tissue,72,Hh+IAV,pDCs,0.020376314,0.001705384117453719
Nasal Tissue,72,Hh+IAV+NTHi,B-cells,0.477868537,0.038654944583177656
Nasal Tissue,72,Hh+IAV+NTHi,CD103+CD4+ T-cells,0.0068087051666666665,0.0019162074843459137
Nasal Tissue,72,Hh+IAV+NTHi,CD206+ Macrophages,0.0168828555,0.0033322583799984934
Nasal Tissue,72,Hh+IAV+NTHi,CD4+ T-cells,0.03203283183333333,0.013785409475336
Nasal Tissue,72,Hh+IAV+NTHi,CD64+MHCII- Macrophages,0.005749223166666667,0.0023624613757008664
Nasal Tissue,72,Hh+IAV+NTHi,Drop,0.05392684033333333,0.0056507262437019
Nasal Tissue,72,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.051624452333333334,0.005281605581125085
Nasal Tissue,72,Hh+IAV+NTHi,Ly6C+ NK cells,0.0043644316666666665,6.213015854856463e-4
Nasal Tissue,72,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,0.006409776666666667,0.002206237335386165
Nasal Tissue,72,Hh+IAV+NTHi,Ly6C- NK cells,0.011630184666666666,0.0014835708993740896
Nasal Tissue,72,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,0.003389116666666667,0.0010983099823083848
Nasal Tissue,72,Hh+IAV+NTHi,Monocytes,0.029170031666666665,0.003740566023259303
Nasal Tissue,72,Hh+IAV+NTHi,Neutrophils,0.2475169965,0.045839764254328313
Nasal Tissue,72,Hh+IAV+NTHi,Unknown Myeloid,0.030861544166666664,0.0037572624539205265
Nasal Tissue,72,Hh+IAV+NTHi,cDC1,0.0011452693333333333,1.7009705175294616e-4
Nasal Tissue,72,Hh+IAV+NTHi,cDC2,1.4204078333333333e-4,3.196942104720714e-5
Nasal Tissue,72,Hh+IAV+NTHi,moDCs,1.2101852e-4,4.9617401619990136e-5
Nasal Tissue,72,Hh+IAV+NTHi,pDCs,0.020376314,0.001705384117453719
Nasal Tissue,72,Hh+NTHi,B-cells,0.4585461046666667,0.036699563051878485
Nasal Tissue,72,Hh+NTHi,CD103+CD4+ T-cells,0.009337005666666667,0.002369802274837062
Nasal Tissue,72,Hh+NTHi,CD206+ Macrophages,0.0175844775,0.0033448496168374123
Nasal Tissue,72,Hh+NTHi,CD4+ T-cells,0.025572955166666668,0.005085032268734922
Nasal Tissue,72,Hh+NTHi,CD64+MHCII- Macrophages,0.005764335666666667,0.0016340423104224623
Nasal Tissue,72,Hh+NTHi,Drop,0.05605565416666666,0.0017357384952839414
Nasal Tissue,72,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.05682259116666667,0.007350751434642518
Nasal Tissue,72,Hh+NTHi,Ly6C+ NK cells,0.004874326666666666,9.510429359576663e-4
Nasal Tissue,72,Hh+NTHi,Ly6C+CD8+ T-cells,0.005377156,8.2617208260729e-4
Nasal Tissue,72,Hh+NTHi,Ly6C- NK cells,0.017267337166666667,0.001935029263032292
Nasal Tissue,72,Hh+NTHi,Ly6C-CD8+ T-cells,0.003992030000000001,9.256182206990455e-4
Nasal Tissue,72,Hh+NTHi,Monocytes,0.022341200166666665,0.0031217151153355147
Nasal Tissue,72,Hh+NTHi,Neutrophils,0.24789058149999998,0.03826255630751475
Nasal Tissue,72,Hh+NTHi,Unknown Myeloid,0.04221387483333333,0.006598095626434966
Nasal Tissue,72,Hh+NTHi,cDC1,0.0026922558333333335,8.379809962541084e-4
Nasal Tissue,72,Hh+NTHi,cDC2,5.894516666666667e-4,1.4851434050503151e-4
Nasal Tissue,72,Hh+NTHi,moDCs,1.227665e-4,3.954312113548954e-5
Nasal Tissue,72,Hh+NTHi,pDCs,0.022976356833333333,0.002329016989802428
Nasal Tissue,72,Pam1ug,B-cells,0.39802800916666664,0.053189764136995506
Nasal Tissue,72,Pam1ug,CD103+CD4+ T-cells,0.010303007333333333,0.002723361006191598
Nasal Tissue,72,Pam1ug,CD206+ Macrophages,0.0129388545,0.0016961322908450617
Nasal Tissue,72,Pam1ug,CD4+ T-cells,0.021619229666666667,0.009752683041766385
Nasal Tissue,72,Pam1ug,CD64+MHCII- Macrophages,0.009681792333333333,0.0021447367900820787
Nasal Tissue,72,Pam1ug,Drop,0.06466599183333334,0.0029236027335106194
Nasal Tissue,72,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,0.07182258116666666,0.007902269203902672
Nasal Tissue,72,Pam1ug,Ly6C+ NK cells,0.0043535376666666665,8.115438862438543e-4
Nasal Tissue,72,Pam1ug,Ly6C+CD8+ T-cells,0.004278182833333333,0.001502359204642938
Nasal Tissue,72,Pam1ug,Ly6C- NK cells,0.016572879,0.001676252935919636
Nasal Tissue,72,Pam1ug,Ly6C-CD8+ T-cells,0.0032404276666666665,0.001297405938853903
Nasal Tissue,72,Pam1ug,Monocytes,0.026542962333333333,0.003227242148408841
Nasal Tissue,72,Pam1ug,Neutrophils,0.2834823061666667,0.05678135936751454
Nasal Tissue,72,Pam1ug,Unknown Myeloid,0.051909607499999996,0.008117648330193619
Nasal Tissue,72,Pam1ug,cDC1,0.0010307331666666666,2.0193755209460453e-4
Nasal Tissue,72,Pam1ug,cDC2,9.113448333333333e-4,1.2447975307559503e-4
Nasal Tissue,72,Pam1ug,moDCs,1.4409918e-4,5.258987330549865e-5
Nasal Tissue,72,Pam1ug,pDCs,0.018498470166666666,0.002603401638387918
Nasal Tissue,72,Pam1ug+IAV,B-cells,0.3556313836,0.01688168837475561
Nasal Tissue,72,Pam1ug+IAV,CD103+CD4+ T-cells,0.0073634446000000004,0.0014977409219438988
Nasal Tissue,72,Pam1ug+IAV,CD206+ Macrophages,0.0170771626,9.095408544561701e-4
Nasal Tissue,72,Pam1ug+IAV,CD4+ T-cells,0.0152455204,0.0036190638708287893
Nasal Tissue,72,Pam1ug+IAV,CD64+MHCII- Macrophages,0.0080881448,0.0015286955892608051
Nasal Tissue,72,Pam1ug+IAV,Drop,0.0691168512,0.010477122361474639
Nasal Tissue,72,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,0.0841311284,0.005932942430967053
Nasal Tissue,72,Pam1ug+IAV,Ly6C+ NK cells,0.0047620242,7.156692065266886e-4
Nasal Tissue,72,Pam1ug+IAV,Ly6C+CD8+ T-cells,0.0044575442,0.001090611999085761
Nasal Tissue,72,Pam1ug+IAV,Ly6C- NK cells,0.01594931,0.0019721802623581595
Nasal Tissue,72,Pam1ug+IAV,Ly6C-CD8+ T-cells,0.0023832172,5.168945404991621e-4
Nasal Tissue,72,Pam1ug+IAV,Monocytes,0.0334641926,0.005720559639536744
Nasal Tissue,72,Pam1ug+IAV,Neutrophils,0.3173045844,0.03568188233297481
Nasal Tissue,72,Pam1ug+IAV,Unknown Myeloid,0.0448876684,0.006753564713532525
Nasal Tissue,72,Pam1ug+IAV,cDC1,0.0010611284,1.5178271224503798e-4
Nasal Tissue,72,Pam1ug+IAV,cDC2,3.709424e-4,7.680894273624654e-5
Nasal Tissue,72,Pam1ug+IAV,moDCs,3.97595e-5,1.1679365346912762e-5
Nasal Tissue,72,Pam1ug+IAV,pDCs,0.0186739446,0.002954878043421566
Nasal Tissue,72,Pam1ug+IAV+NTHi,B-cells,0.3556313836,0.01688168837475561
Nasal Tissue,72,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,0.0073634446000000004,0.0014977409219438988
Nasal Tissue,72,Pam1ug+IAV+NTHi,CD206+ Macrophages,0.0170771626,9.095408544561701e-4
Nasal Tissue,72,Pam1ug+IAV+NTHi,CD4+ T-cells,0.0152455204,0.0036190638708287893
Nasal Tissue,72,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,0.0080881448,0.0015286955892608051
Nasal Tissue,72,Pam1ug+IAV+NTHi,Drop,0.0691168512,0.010477122361474639
Nasal Tissue,72,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.0841311284,0.005932942430967053
Nasal Tissue,72,Pam1ug+IAV+NTHi,Ly6C+ NK cells,0.0047620242,7.156692065266886e-4
Nasal Tissue,72,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,0.0044575442,0.001090611999085761
Nasal Tissue,72,Pam1ug+IAV+NTHi,Ly6C- NK cells,0.01594931,0.0019721802623581595
Nasal Tissue,72,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,0.0023832172,5.168945404991621e-4
Nasal Tissue,72,Pam1ug+IAV+NTHi,Monocytes,0.0334641926,0.005720559639536744
Nasal Tissue,72,Pam1ug+IAV+NTHi,Neutrophils,0.3173045844,0.03568188233297481
Nasal Tissue,72,Pam1ug+IAV+NTHi,Unknown Myeloid,0.0448876684,0.006753564713532525
Nasal Tissue,72,Pam1ug+IAV+NTHi,cDC1,0.0010611284,1.5178271224503798e-4
Nasal Tissue,72,Pam1ug+IAV+NTHi,cDC2,3.709424e-4,7.680894273624654e-5
Nasal Tissue,72,Pam1ug+IAV+NTHi,moDCs,3.97595e-5,1.1679365346912762e-5
Nasal Tissue,72,Pam1ug+IAV+NTHi,pDCs,0.0186739446,0.002954878043421566
Nasal Tissue,72,Pam1ug+NTHi,B-cells,0.39802800916666664,0.053189764136995506
Nasal Tissue,72,Pam1ug+NTHi,CD103+CD4+ T-cells,0.010303007333333333,0.002723361006191598
Nasal Tissue,72,Pam1ug+NTHi,CD206+ Macrophages,0.0129388545,0.0016961322908450617
Nasal Tissue,72,Pam1ug+NTHi,CD4+ T-cells,0.021619229666666667,0.009752683041766385
Nasal Tissue,72,Pam1ug+NTHi,CD64+MHCII- Macrophages,0.009681792333333333,0.0021447367900820787
Nasal Tissue,72,Pam1ug+NTHi,Drop,0.06466599183333334,0.0029236027335106194
Nasal Tissue,72,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.07182258116666666,0.007902269203902672
Nasal Tissue,72,Pam1ug+NTHi,Ly6C+ NK cells,0.0043535376666666665,8.115438862438543e-4
Nasal Tissue,72,Pam1ug+NTHi,Ly6C+CD8+ T-cells,0.004278182833333333,0.001502359204642938
Nasal Tissue,72,Pam1ug+NTHi,Ly6C- NK cells,0.016572879,0.001676252935919636
Nasal Tissue,72,Pam1ug+NTHi,Ly6C-CD8+ T-cells,0.0032404276666666665,0.001297405938853903
Nasal Tissue,72,Pam1ug+NTHi,Monocytes,0.026542962333333333,0.003227242148408841
Nasal Tissue,72,Pam1ug+NTHi,Neutrophils,0.2834823061666667,0.05678135936751454
Nasal Tissue,72,Pam1ug+NTHi,Unknown Myeloid,0.051909607499999996,0.008117648330193619
Nasal Tissue,72,Pam1ug+NTHi,cDC1,0.0010307331666666666,2.0193755209460453e-4
Nasal Tissue,72,Pam1ug+NTHi,cDC2,9.113448333333333e-4,1.2447975307559503e-4
Nasal Tissue,72,Pam1ug+NTHi,moDCs,1.4409918e-4,5.258987330549865e-5
Nasal Tissue,72,Pam1ug+NTHi,pDCs,0.018498470166666666,0.002603401638387918
Nasal Tissue,72,Saline,B-cells,0.551735476,0.02523595106952764
Nasal Tissue,72,Saline,CD103+CD4+ T-cells,0.003236838,3.5458611837474224e-4
Nasal Tissue,72,Saline,CD206+ Macrophages,0.014168580666666666,0.0017550840867698748
Nasal Tissue,72,Saline,CD4+ T-cells,0.011301589333333334,0.0019397772159102304
Nasal Tissue,72,Saline,CD64+MHCII- Macrophages,0.002973305,4.644279122697803e-4
Nasal Tissue,72,Saline,Drop,0.055305825833333336,0.0035358225947065033
Nasal Tissue,72,Saline,Ly6C(hi)CD64(hi) Monocytes,0.04607180166666667,0.004140876672966686
Nasal Tissue,72,Saline,Ly6C+ NK cells,0.003786343833333333,3.364422806342287e-4
Nasal Tissue,72,Saline,Ly6C+CD8+ T-cells,0.0032337485,5.057175608688939e-4
Nasal Tissue,72,Saline,Ly6C- NK cells,0.014752699833333334,0.0012745546718673003
Nasal Tissue,72,Saline,Ly6C-CD8+ T-cells,0.0027791746666666665,3.886599742578481e-4
Nasal Tissue,72,Saline,Monocytes,0.019653878,0.0018905320605414589
Nasal Tissue,72,Saline,Neutrophils,0.21170187283333333,0.018990363610097278
Nasal Tissue,72,Saline,Unknown Myeloid,0.0435170655,0.0048188743077455945
Nasal Tissue,72,Saline,cDC1,0.001137931,1.3367948420506918e-4
Nasal Tissue,72,Saline,cDC2,5.928966666666666e-4,1.2527297418641863e-4
Nasal Tissue,72,Saline,moDCs,4.511265e-5,1.0227709951605328e-5
Nasal Tissue,72,Saline,pDCs,0.014020897333333332,0.0013723977146367756
Nasal Tissue,72,Saline+IAV,B-cells,0.5309023793333333,0.028659561503781347
Nasal Tissue,72,Saline+IAV,CD103+CD4+ T-cells,0.0034001223333333334,5.10638077948147e-4
Nasal Tissue,72,Saline+IAV,CD206+ Macrophages,0.0184293125,0.005129037755320717
Nasal Tissue,72,Saline+IAV,CD4+ T-cells,0.016764909333333335,0.004823765691522643
Nasal Tissue,72,Saline+IAV,CD64+MHCII- Macrophages,0.0062620705,0.0015490194177135797
Nasal Tissue,72,Saline+IAV,Drop,0.052701105666666664,0.0035717296493599075
Nasal Tissue,72,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,0.050800112333333335,0.004694633890127556
Nasal Tissue,72,Saline+IAV,Ly6C+ NK cells,0.0051533,7.730831840289462e-4
Nasal Tissue,72,Saline+IAV,Ly6C+CD8+ T-cells,0.006154203,0.0014334324232161766
Nasal Tissue,72,Saline+IAV,Ly6C- NK cells,0.011989148833333333,0.002946076075541809
Nasal Tissue,72,Saline+IAV,Ly6C-CD8+ T-cells,0.002018495,4.2373518748545463e-4
Nasal Tissue,72,Saline+IAV,Monocytes,0.029878869833333335,0.003698642659660347
Nasal Tissue,72,Saline+IAV,Neutrophils,0.21791157083333335,0.027761860749634524
Nasal Tissue,72,Saline+IAV,Unknown Myeloid,0.02956791183333333,0.003007317482423579
Nasal Tissue,72,Saline+IAV,cDC1,0.0010497763333333333,2.936308567937717e-4
Nasal Tissue,72,Saline+IAV,cDC2,1.94649e-4,4.3727089826940614e-5
Nasal Tissue,72,Saline+IAV,moDCs,3.06697e-5,NA
Nasal Tissue,72,Saline+IAV,pDCs,0.016816952166666666,8.712417375227698e-4
Nasal Tissue,72,Saline+IAV+NTHi,B-cells,0.5309023793333333,0.028659561503781347
Nasal Tissue,72,Saline+IAV+NTHi,CD103+CD4+ T-cells,0.0034001223333333334,5.10638077948147e-4
Nasal Tissue,72,Saline+IAV+NTHi,CD206+ Macrophages,0.0184293125,0.005129037755320717
Nasal Tissue,72,Saline+IAV+NTHi,CD4+ T-cells,0.016764909333333335,0.004823765691522643
Nasal Tissue,72,Saline+IAV+NTHi,CD64+MHCII- Macrophages,0.0062620705,0.0015490194177135797
Nasal Tissue,72,Saline+IAV+NTHi,Drop,0.052701105666666664,0.0035717296493599075
Nasal Tissue,72,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.050800112333333335,0.004694633890127556
Nasal Tissue,72,Saline+IAV+NTHi,Ly6C+ NK cells,0.0051533,7.730831840289462e-4
Nasal Tissue,72,Saline+IAV+NTHi,Ly6C+CD8+ T-cells,0.006154203,0.0014334324232161766
Nasal Tissue,72,Saline+IAV+NTHi,Ly6C- NK cells,0.011989148833333333,0.002946076075541809
Nasal Tissue,72,Saline+IAV+NTHi,Ly6C-CD8+ T-cells,0.002018495,4.2373518748545463e-4
Nasal Tissue,72,Saline+IAV+NTHi,Monocytes,0.029878869833333335,0.003698642659660347
Nasal Tissue,72,Saline+IAV+NTHi,Neutrophils,0.21791157083333335,0.027761860749634524
Nasal Tissue,72,Saline+IAV+NTHi,Unknown Myeloid,0.02956791183333333,0.003007317482423579
Nasal Tissue,72,Saline+IAV+NTHi,cDC1,0.0010497763333333333,2.936308567937717e-4
Nasal Tissue,72,Saline+IAV+NTHi,cDC2,1.94649e-4,4.3727089826940614e-5
Nasal Tissue,72,Saline+IAV+NTHi,moDCs,3.06697e-5,NA
Nasal Tissue,72,Saline+IAV+NTHi,pDCs,0.016816952166666666,8.712417375227698e-4
Nasal Tissue,72,Saline+NTHi,B-cells,0.551735476,0.02523595106952764
Nasal Tissue,72,Saline+NTHi,CD103+CD4+ T-cells,0.003236838,3.5458611837474224e-4
Nasal Tissue,72,Saline+NTHi,CD206+ Macrophages,0.014168580666666666,0.0017550840867698748
Nasal Tissue,72,Saline+NTHi,CD4+ T-cells,0.011301589333333334,0.0019397772159102304
Nasal Tissue,72,Saline+NTHi,CD64+MHCII- Macrophages,0.002973305,4.644279122697803e-4
Nasal Tissue,72,Saline+NTHi,Drop,0.055305825833333336,0.0035358225947065033
Nasal Tissue,72,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.04607180166666667,0.004140876672966686
Nasal Tissue,72,Saline+NTHi,Ly6C+ NK cells,0.003786343833333333,3.364422806342287e-4
Nasal Tissue,72,Saline+NTHi,Ly6C+CD8+ T-cells,0.0032337485,5.057175608688939e-4
Nasal Tissue,72,Saline+NTHi,Ly6C- NK cells,0.014752699833333334,0.0012745546718673003
Nasal Tissue,72,Saline+NTHi,Ly6C-CD8+ T-cells,0.0027791746666666665,3.886599742578481e-4
Nasal Tissue,72,Saline+NTHi,Monocytes,0.019653878,0.0018905320605414589
Nasal Tissue,72,Saline+NTHi,Neutrophils,0.21170187283333333,0.018990363610097278
Nasal Tissue,72,Saline+NTHi,Unknown Myeloid,0.0435170655,0.0048188743077455945
Nasal Tissue,72,Saline+NTHi,cDC1,0.001137931,1.3367948420506918e-4
Nasal Tissue,72,Saline+NTHi,cDC2,5.928966666666666e-4,1.2527297418641863e-4
Nasal Tissue,72,Saline+NTHi,moDCs,4.511265e-5,1.0227709951605328e-5
Nasal Tissue,72,Saline+NTHi,pDCs,0.014020897333333332,0.0013723977146367756
Nasal Tissue,96,Hh,B-cells,0.3944955805,0.03832657585708453
Nasal Tissue,96,Hh,CD103+CD4+ T-cells,0.010546117666666667,0.003292475304497916
Nasal Tissue,96,Hh,CD206+ Macrophages,0.01854337216666667,0.004089950643926448
Nasal Tissue,96,Hh,CD4+ T-cells,0.034958863166666666,0.01079507957289189
Nasal Tissue,96,Hh,CD64+MHCII- Macrophages,0.0043044675,0.001441844249418264
Nasal Tissue,96,Hh,Drop,0.06980201783333334,0.005409271267585623
Nasal Tissue,96,Hh,Ly6C(hi)CD64(hi) Monocytes,0.05630930533333333,0.005894779293411239
Nasal Tissue,96,Hh,Ly6C+ NK cells,0.0033626301666666667,5.644743231635617e-4
Nasal Tissue,96,Hh,Ly6C+CD8+ T-cells,0.0042634748333333335,9.844773508588343e-4
Nasal Tissue,96,Hh,Ly6C- NK cells,0.018335504333333332,0.0012264853711554727
Nasal Tissue,96,Hh,Ly6C-CD8+ T-cells,0.0046825085,0.0016187338241333514
Nasal Tissue,96,Hh,Monocytes,0.029156666166666668,0.0030814924037853523
Nasal Tissue,96,Hh,Neutrophils,0.2882884955,0.03687276090378438
Nasal Tissue,96,Hh,Unknown Myeloid,0.040040253166666664,0.005310639915511799
Nasal Tissue,96,Hh,cDC1,0.0019072325,5.65702006926129e-4
Nasal Tissue,96,Hh,cDC2,7.050475e-4,1.228319312059504e-4
Nasal Tissue,96,Hh,moDCs,5.5876283333333336e-5,8.34758374211431e-6
Nasal Tissue,96,Hh,pDCs,0.0202425865,0.0020437502536271687
Nasal Tissue,96,Hh+IAV,B-cells,0.34005442216666665,0.019411102475878076
Nasal Tissue,96,Hh+IAV,CD103+CD4+ T-cells,0.011551480166666666,0.003663010154270205
Nasal Tissue,96,Hh+IAV,CD206+ Macrophages,0.022639801333333334,0.006578766597168447
Nasal Tissue,96,Hh+IAV,CD4+ T-cells,0.03810463066666667,0.013612538056872793
Nasal Tissue,96,Hh+IAV,CD64+MHCII- Macrophages,0.009318791333333333,0.004461144697740418
Nasal Tissue,96,Hh+IAV,Drop,0.05959986933333333,0.002779873221717814
Nasal Tissue,96,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,0.08821472466666666,0.004201922201434949
Nasal Tissue,96,Hh+IAV,Ly6C+ NK cells,0.008352467666666667,0.002678400587353028
Nasal Tissue,96,Hh+IAV,Ly6C+CD8+ T-cells,0.007839515666666666,0.0029290396384467465
Nasal Tissue,96,Hh+IAV,Ly6C- NK cells,0.0314039285,0.005698368539755661
Nasal Tissue,96,Hh+IAV,Ly6C-CD8+ T-cells,0.003033918333333333,8.840716842141503e-4
Nasal Tissue,96,Hh+IAV,Monocytes,0.0265524875,0.002848358036275247
